"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"qtd_tarefas_total";"dias_ultima_tarefa";"tarefas_90d";"media_dias_exec";"qtd_tarefas_abertas";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qt_tarefas_bug";"qt_tarefas_reducao";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"perc_tarefas_abertas";"churn"
"44135";"2021-10-02";"0,00";"325,48";"0";"2";"0";"16";"854";"0";"35,3750";"0";"11";"15";"7";"0";"0";"14";"0";"1";"1";"0";"6,2500";"0,0000";"1"
"44138";"2021-10-06";"0,00";"406,31";"0";"3";"0";"31";"1239";"0";"19,5161";"0";"8";"15";"7";"0";"0";"29";"0";"1";"1";"0";"3,2300";"0,0000";"1"
"44145";"2021-10-09";"0,00";"306,16";"0";"3";"0";"26";"957";"0";"10,3600";"0";"10";"16";"9";"0";"0";"23";"0";"1";"2";"0";"7,6900";"0,0000";"1"
"44147";"2021-12-16";"0,00";"1447,99";"0";"1";"0";"9";"1182";"0";"27,4444";"0";"7";"8";"5";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44156";"2022-11-09";"2649,90";"0,00";"1";"0";"0";"67";"43";"2";"28,8657";"0";"18";"35";"14";"0";"0";"64";"2";"1";"0";"0";"0,0000";"0,0000";"0"
"44157";"2021-11-12";"0,00";"868,00";"0";"3";"0";"8";"1332";"0";"27,6250";"0";"6";"7";"6";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44164";"2021-11-04";"2801,12";"0,00";"1";"0";"0";"130";"7";"15";"11,5360";"3";"21";"46";"15";"1";"0";"117";"1";"6";"6";"0";"4,6200";"2,3100";"0"
"44175";"2021-10-26";"0,00";"1202,20";"0";"3";"0";"48";"1204";"0";"12,5000";"0";"11";"20";"10";"1";"0";"39";"0";"3";"6";"0";"12,5000";"0,0000";"1"
"44181";"2021-02-23";"1346,21";"0,00";"1";"0";"0";"98";"208";"0";"5,0816";"0";"13";"22";"10";"0";"1";"90";"0";"4";"3";"1";"3,0600";"0,0000";"0"
"44186";"2021-10-27";"0,00";"516,00";"0";"3";"0";"7";"1332";"0";"39,2857";"0";"6";"7";"5";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44196";"2021-10-29";"0,00";"1582,45";"0";"3";"0";"13";"1286";"0";"42,0000";"0";"7";"10";"6";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44205";"2021-11-12";"502,88";"0,00";"1";"0";"0";"37";"217";"0";"5,8919";"0";"9";"16";"8";"0";"0";"36";"0";"0";"1";"0";"2,7000";"0,0000";"0"
"44208";"2021-12-08";"0,00";"331,00";"0";"3";"0";"7";"1576";"0";"30,2857";"0";"6";"7";"6";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44209";"2021-11-09";"0,00";"370,10";"0";"1";"0";"15";"281";"0";"12,1333";"0";"8";"12";"4";"0";"0";"13";"0";"1";"1";"0";"6,6700";"0,0000";"1"
"44213";"2021-11-01";"0,00";"542,00";"0";"1";"0";"34";"56";"2";"14,3529";"0";"10";"18";"8";"0";"0";"33";"1";"0";"0";"0";"0,0000";"0,0000";"1"
"44221";"2021-11-18";"0,00";"565,00";"0";"3";"0";"24";"1332";"0";"14,6522";"0";"10";"17";"12";"0";"0";"21";"0";"1";"2";"0";"8,3300";"0,0000";"1"
"44226";"2021-11-12";"7555,43";"0,00";"1";"1";"1";"484";"1";"39";"11,7875";"3";"28";"77";"20";"11";"1";"441";"6";"15";"20";"2";"4,1300";"0,6200";"0"
"44227";"2021-11-11";"0,00";"87,65";"0";"1";"0";"1";"1651";"0";"357,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44228";"2021-11-13";"1117,39";"0,00";"1";"0";"0";"20";"57";"1";"20,1579";"1";"6";"11";"7";"0";"0";"15";"0";"2";"3";"0";"15,0000";"5,0000";"0"
"44232";"2021-11-30";"0,00";"869,00";"0";"1";"0";"9";"1531";"0";"31,7778";"0";"5";"7";"7";"0";"0";"7";"0";"0";"2";"0";"22,2200";"0,0000";"1"
"44234";"2021-11-18";"877,02";"0,00";"1";"0";"0";"35";"302";"0";"7,5714";"0";"9";"14";"9";"0";"0";"34";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"44239";"2021-11-13";"401,02";"0,00";"1";"0";"0";"11";"71";"1";"27,4545";"0";"5";"8";"3";"0";"0";"11";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44245";"2021-11-16";"0,00";"1777,36";"0";"1";"0";"72";"216";"0";"11,7639";"0";"17";"34";"12";"0";"0";"69";"0";"1";"2";"0";"2,7800";"0,0000";"1"
"44250";"2021-12-01";"0,00";"1565,36";"0";"1";"0";"309";"41";"2";"9,1100";"0";"22";"58";"17";"1";"1";"288";"3";"11";"7";"0";"2,2700";"0,0000";"1"
"44251";"2021-12-01";"0,00";"790,00";"0";"3";"0";"6";"1332";"0";"45,8333";"0";"5";"6";"5";"0";"0";"6";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44252";"2022-01-18";"1051,82";"0,00";"1";"0";"0";"317";"320";"0";"0,9779";"0";"13";"20";"11";"1";"0";"313";"0";"3";"1";"0";"0,3200";"0,0000";"0"
"44254";"2021-11-25";"0,00";"370,72";"0";"1";"0";"14";"978";"0";"10,2143";"0";"6";"10";"9";"0";"0";"14";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44271";"2021-04-09";"2694,68";"0,00";"1";"0";"0";"294";"0";"38";"3,1336";"2";"17";"35";"15";"5";"1";"274";"1";"11";"8";"0";"2,7200";"0,6800";"0"
"44273";"2021-11-26";"0,00";"433,38";"0";"3";"0";"9";"1073";"0";"21,3333";"0";"7";"8";"5";"0";"0";"6";"0";"1";"2";"0";"22,2200";"0,0000";"1"
"44275";"2022-07-18";"0,00";"264,00";"0";"3";"0";"7";"1360";"0";"23,2857";"0";"5";"7";"4";"0";"0";"6";"0";"0";"1";"0";"14,2900";"0,0000";"1"
"44276";"2021-11-24";"0,00";"429,20";"0";"1";"0";"27";"729";"0";"13,6667";"0";"8";"17";"9";"0";"0";"26";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44278";"2021-11-30";"0,00";"414,00";"0";"3";"0";"83";"1524";"0";"2,4699";"0";"7";"9";"3";"0";"0";"83";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44279";"2022-03-21";"0,00";"258,00";"0";"1";"0";"5";"1484";"0";"23,6000";"0";"4";"5";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44282";"2021-12-07";"0,00";"1371,16";"0";"2";"0";"493";"128";"0";"3,1278";"0";"12";"21";"7";"0";"0";"488";"0";"2";"3";"0";"0,6100";"0,0000";"1"
"44284";"2022-02-21";"1588,60";"0,00";"1";"0";"0";"21";"97";"0";"25,5000";"1";"11";"18";"5";"0";"1";"17";"0";"3";"1";"0";"4,7600";"4,7600";"0"
"44287";"2021-10-30";"1030,23";"0,00";"1";"0";"0";"77";"83";"3";"11,2727";"0";"13";"25";"12";"1";"0";"64";"2";"8";"3";"0";"3,9000";"0,0000";"0"
"44288";"2021-12-06";"1084,67";"0,00";"1";"0";"0";"63";"16";"7";"9,2063";"0";"12";"23";"11";"3";"0";"61";"0";"1";"1";"0";"1,5900";"0,0000";"0"
"44290";"2021-12-08";"0,00";"414,00";"0";"3";"0";"5";"1507";"0";"23,0000";"0";"4";"4";"4";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44297";"2021-12-07";"356,35";"72,00";"1";"1";"1";"11";"133";"0";"18,9091";"0";"7";"11";"7";"0";"0";"9";"0";"1";"1";"0";"9,0900";"0,0000";"0"
"44300";"2021-12-15";"0,00";"1251,00";"0";"1";"0";"20";"617";"0";"18,3000";"0";"11";"19";"8";"0";"0";"17";"0";"1";"2";"0";"10,0000";"0,0000";"1"
"44314";"2021-12-13";"1340,13";"0,00";"1";"0";"0";"87";"141";"0";"7,4138";"0";"17";"32";"12";"0";"2";"73";"3";"6";"5";"0";"5,7500";"0,0000";"0"
"44323";"2021-09-24";"0,00";"653,96";"0";"1";"0";"13";"807";"0";"5,3077";"0";"5";"10";"4";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44332";"2021-12-21";"1262,49";"0,00";"1";"0";"0";"105";"135";"0";"5,2571";"0";"16";"29";"14";"0";"1";"98";"1";"5";"1";"0";"0,9500";"0,0000";"0"
"44336";"2021-12-29";"4410,51";"0,00";"1";"0";"0";"96";"62";"4";"14,9894";"1";"19";"41";"11";"0";"0";"88";"0";"5";"3";"0";"3,1300";"1,0400";"0"
"44339";"2021-12-30";"418,50";"0,00";"1";"0";"0";"39";"369";"0";"7,5641";"0";"14";"22";"9";"0";"0";"32";"0";"3";"4";"0";"10,2600";"0,0000";"0"
"44341";"2021-12-29";"0,00";"411,00";"0";"3";"0";"5";"1330";"0";"37,8000";"0";"5";"5";"4";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44342";"2021-12-31";"0,00";"361,00";"0";"3";"0";"12";"1331";"0";"7,7500";"0";"7";"9";"6";"0";"0";"12";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44353";"2021-08-22";"570,40";"0,00";"1";"0";"0";"60";"97";"0";"4,6034";"2";"16";"24";"9";"0";"0";"54";"0";"3";"3";"0";"5,0000";"3,3300";"0"
"44355";"2022-01-12";"585,52";"0,00";"1";"0";"0";"8";"481";"0";"51,3750";"0";"5";"6";"3";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44364";"2022-01-20";"0,00";"439,74";"0";"1";"0";"12";"540";"0";"19,0000";"0";"7";"9";"5";"0";"0";"10";"0";"2";"0";"0";"0,0000";"0,0000";"1"
"44365";"2022-01-26";"0,00";"575,37";"0";"1";"0";"6";"1489";"0";"20,1667";"0";"6";"6";"4";"0";"0";"5";"0";"0";"1";"0";"16,6700";"0,0000";"1"
"44366";"2022-01-13";"0,00";"414,00";"0";"3";"0";"8";"1332";"0";"28,5000";"0";"6";"7";"5";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44367";"2022-01-24";"0,00";"450,06";"0";"1";"0";"13";"490";"0";"40,1538";"0";"8";"10";"8";"0";"0";"10";"0";"2";"1";"0";"7,6900";"0,0000";"1"
"44379";"2022-01-24";"404,81";"0,00";"1";"0";"0";"42";"75";"4";"30,0976";"1";"15";"27";"13";"0";"0";"38";"1";"3";"0";"0";"0,0000";"2,3800";"0"
"44382";"2022-02-01";"580,57";"0,00";"1";"0";"0";"23";"383";"0";"17,9130";"0";"7";"13";"6";"0";"0";"22";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"44383";"2022-01-25";"361,64";"0,00";"1";"0";"0";"7";"1436";"0";"36,3333";"0";"5";"6";"4";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44384";"2022-02-14";"404,96";"0,00";"1";"0";"0";"16";"336";"0";"11,5000";"0";"6";"12";"6";"0";"0";"15";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"44386";"2022-01-25";"0,00";"453,21";"0";"3";"0";"7";"1489";"0";"26,0000";"0";"5";"6";"4";"0";"0";"6";"0";"0";"1";"0";"14,2900";"0,0000";"1"
"44388";"2022-03-28";"0,00";"387,00";"0";"1";"0";"9";"1197";"0";"45,1111";"0";"6";"9";"5";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44389";"2022-01-27";"406,63";"0,00";"1";"0";"0";"19";"489";"0";"11,8947";"0";"6";"11";"5";"0";"0";"19";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44392";"2022-02-01";"0,00";"1088,22";"0";"2";"0";"81";"28";"5";"11,8354";"0";"14";"26";"14";"0";"0";"77";"1";"2";"1";"0";"1,2300";"0,0000";"1"
"44397";"2023-11-09";"911,56";"0,00";"1";"0";"0";"70";"155";"0";"5,1571";"0";"8";"15";"8";"0";"0";"68";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"44402";"2022-02-03";"922,23";"0,00";"1";"0";"0";"50";"608";"0";"11,0408";"0";"13";"23";"11";"0";"0";"39";"0";"10";"1";"0";"2,0000";"0,0000";"0"
"44409";"2021-04-05";"1333,26";"0,00";"1";"0";"0";"115";"7";"4";"4,6316";"1";"21";"32";"10";"1";"2";"108";"0";"4";"3";"0";"2,6100";"0,8700";"0"
"44412";"2022-05-20";"0,00";"2234,66";"0";"2";"0";"48";"903";"0";"60,9565";"0";"13";"30";"11";"1";"0";"45";"0";"3";"0";"0";"0,0000";"0,0000";"1"
"44414";"2022-03-28";"0,00";"992,40";"0";"3";"0";"12";"1055";"0";"14,8333";"0";"8";"12";"5";"0";"0";"12";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44420";"2022-02-03";"0,00";"683,46";"0";"1";"0";"30";"118";"0";"16,8333";"0";"10";"17";"7";"0";"0";"27";"0";"0";"3";"0";"10,0000";"0,0000";"1"
"44425";"2022-02-03";"0,00";"720,00";"0";"3";"0";"4";"1524";"0";"52,7500";"0";"3";"4";"1";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44426";"2022-02-04";"0,00";"258,00";"0";"1";"0";"3";"1503";"0";"24,6667";"0";"2";"3";"2";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44429";"2022-02-09";"0,00";"414,00";"0";"3";"0";"7";"1463";"0";"22,5714";"0";"5";"6";"4";"0";"0";"6";"0";"0";"1";"0";"14,2900";"0,0000";"1"
"44433";"2022-02-25";"0,00";"670,00";"0";"3";"0";"235";"1226";"0";"1,0383";"0";"10";"14";"7";"0";"0";"234";"0";"0";"1";"0";"0,4300";"0,0000";"1"
"44435";"2022-02-07";"0,00";"456,00";"0";"2";"0";"11";"1332";"0";"50,0909";"0";"8";"11";"7";"0";"0";"10";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44439";"2021-11-19";"4866,42";"0,00";"2";"0";"0";"300";"8";"8";"8,8819";"1";"21";"61";"18";"3";"2";"283";"2";"7";"8";"0";"2,6700";"0,3300";"0"
"44441";"2022-05-27";"5100,65";"0,00";"2";"0";"0";"121";"2";"21";"10,4261";"2";"16";"49";"15";"4";"1";"113";"2";"4";"2";"0";"1,6500";"1,6500";"0"
"44448";"2022-02-10";"2760,28";"0,00";"1";"0";"0";"220";"5";"2";"7,1455";"0";"22";"51";"17";"1";"6";"195";"6";"15";"4";"0";"1,8200";"0,0000";"0"
"44455";"2022-02-18";"0,00";"377,02";"0";"3";"0";"9";"903";"0";"24,4444";"0";"6";"7";"6";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44461";"2022-08-02";"361,35";"0,00";"1";"0";"0";"8";"1246";"0";"33,6250";"0";"5";"7";"5";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44463";"2022-04-12";"2336,09";"0,00";"1";"0";"0";"103";"261";"0";"16,0098";"0";"14";"27";"11";"0";"0";"100";"0";"2";"1";"0";"0,9700";"0,0000";"0"
"44466";"2022-02-16";"0,00";"167,14";"0";"1";"0";"5";"1254";"0";"27,0000";"0";"3";"5";"4";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44470";"2022-02-17";"0,00";"237,00";"0";"1";"0";"2";"1554";"0";"58,5000";"0";"1";"2";"2";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44474";"2022-03-03";"0,00";"972,88";"0";"1";"0";"16";"517";"0";"10,5000";"0";"6";"10";"6";"0";"0";"15";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44476";"2022-02-16";"1299,50";"0,00";"1";"0";"0";"11";"245";"0";"21,0909";"0";"5";"9";"3";"0";"0";"10";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"44478";"2022-02-28";"6491,55";"0,00";"2";"0";"0";"567";"1";"39";"18,1224";"5";"31";"109";"19";"32";"0";"528";"6";"21";"12";"0";"2,1200";"0,8800";"0"
"44479";"2022-03-02";"0,00";"894,00";"0";"3";"0";"13";"1197";"0";"48,7692";"0";"7";"12";"6";"0";"0";"12";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44489";"2022-02-22";"0,00";"237,00";"0";"1";"0";"7";"1491";"0";"21,2857";"0";"6";"7";"3";"0";"0";"5";"0";"1";"1";"0";"14,2900";"0,0000";"1"
"44491";"2022-02-23";"0,00";"345,30";"0";"1";"0";"12";"608";"0";"29,4167";"0";"9";"9";"7";"0";"0";"11";"1";"0";"0";"0";"0,0000";"0,0000";"1"
"44493";"2022-02-25";"0,00";"340,00";"0";"1";"0";"9";"1332";"0";"22,7778";"0";"6";"9";"6";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44497";"2022-11-09";"0,00";"483,00";"0";"1";"0";"14";"1188";"0";"16,3077";"0";"7";"9";"5";"0";"0";"13";"0";"0";"1";"0";"7,1400";"0,0000";"1"
"44501";"2023-01-18";"1486,27";"0,00";"1";"0";"0";"17";"786";"0";"16,9333";"0";"7";"11";"6";"0";"0";"16";"1";"0";"0";"0";"0,0000";"0,0000";"0"
"44505";"2022-02-28";"0,00";"1274,53";"0";"1";"0";"63";"320";"0";"5,0635";"0";"11";"18";"10";"0";"0";"60";"1";"0";"2";"0";"3,1700";"0,0000";"1"
"44524";"2022-03-11";"0,00";"497,41";"0";"1";"0";"14";"903";"0";"29,0769";"0";"9";"11";"5";"0";"0";"11";"0";"2";"1";"0";"7,1400";"0,0000";"1"
"44541";"2022-04-04";"401,48";"0,00";"1";"0";"0";"23";"366";"0";"5,2273";"0";"7";"12";"6";"0";"0";"21";"0";"2";"0";"0";"0,0000";"0,0000";"0"
"44542";"2023-07-27";"0,00";"1404,32";"0";"1";"0";"44";"310";"0";"8,2045";"0";"10";"23";"11";"0";"0";"42";"1";"0";"0";"1";"0,0000";"0,0000";"1"
"44546";"2024-10-30";"893,32";"0,00";"1";"0";"0";"2";"567";"0";"0,0000";"0";"2";"2";"0";"0";"0";"2";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44549";"2021-04-12";"0,00";"135,07";"0";"2";"0";"6";"1518";"0";"5,5000";"0";"5";"5";"4";"0";"0";"5";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44566";"2022-03-30";"0,00";"705,93";"0";"3";"0";"12";"1094";"0";"35,4167";"0";"6";"10";"6";"0";"0";"9";"0";"1";"2";"0";"16,6700";"0,0000";"1"
"44583";"2022-04-05";"0,00";"398,00";"0";"3";"0";"7";"1469";"0";"15,7143";"0";"5";"7";"5";"0";"0";"7";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44584";"2022-04-11";"814,73";"0,00";"1";"0";"0";"16";"197";"0";"9,1250";"0";"6";"11";"5";"0";"0";"15";"0";"0";"1";"0";"6,2500";"0,0000";"0"
"44585";"2021-06-01";"2340,44";"0,00";"1";"0";"0";"94";"20";"4";"4,3956";"1";"16";"31";"16";"1";"0";"77";"2";"9";"6";"0";"6,3800";"1,0600";"0"
"44589";"2022-09-16";"2711,41";"0,00";"1";"0";"0";"65";"91";"0";"28,9538";"0";"12";"28";"10";"0";"1";"63";"0";"2";"0";"0";"0,0000";"0,0000";"0"
"44611";"2022-04-20";"0,00";"1400,00";"0";"3";"0";"5";"1360";"0";"51,6000";"0";"5";"5";"2";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44613";"2022-05-13";"368,59";"0,00";"1";"0";"0";"14";"652";"0";"12,6429";"0";"6";"9";"5";"0";"0";"12";"0";"2";"0";"0";"0,0000";"0,0000";"0"
"44619";"2022-05-06";"3157,73";"0,00";"1";"0";"0";"111";"2";"5";"12,8257";"1";"19";"40";"13";"4";"0";"110";"1";"0";"0";"0";"0,0000";"0,9000";"0"
"44625";"2022-05-31";"8417,14";"0,00";"1";"0";"0";"135";"0";"24";"30,9048";"8";"22";"49";"16";"1";"0";"115";"12";"4";"4";"0";"2,9600";"5,9300";"0"
"44629";"2022-10-25";"1281,67";"0,00";"1";"0";"0";"104";"7";"5";"16,1667";"2";"19";"34";"13";"0";"1";"96";"4";"3";"1";"0";"0,9600";"1,9200";"0"
"44637";"2022-05-23";"0,00";"426,28";"0";"3";"0";"17";"1129";"0";"26,1176";"0";"7";"12";"6";"0";"0";"15";"0";"0";"2";"0";"11,7600";"0,0000";"1"
"44638";"2022-05-27";"650,77";"0,00";"1";"0";"0";"66";"195";"0";"27,5938";"0";"8";"19";"9";"0";"0";"62";"0";"2";"2";"0";"3,0300";"0,0000";"0"
"44643";"2022-05-24";"0,00";"480,00";"0";"3";"0";"4";"1395";"0";"32,5000";"0";"4";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44644";"2022-05-25";"0,00";"524,00";"0";"3";"0";"13";"1358";"0";"33,0769";"0";"6";"12";"6";"0";"0";"11";"0";"0";"2";"0";"15,3800";"0,0000";"1"
"44645";"2022-05-27";"639,39";"0,00";"1";"0";"0";"22";"83";"1";"11,3636";"0";"10";"14";"7";"0";"0";"22";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44649";"2022-05-26";"1309,46";"0,00";"1";"0";"0";"46";"36";"5";"3,7826";"0";"7";"14";"8";"0";"0";"41";"0";"5";"0";"0";"0,0000";"0,0000";"0"
"44651";"2022-06-03";"0,00";"449,92";"0";"1";"0";"38";"173";"0";"17,7105";"0";"11";"22";"13";"1";"0";"37";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44653";"2023-01-30";"5504,90";"0,00";"1";"0";"0";"130";"13";"5";"15,8231";"0";"22";"46";"15";"2";"2";"117";"2";"10";"1";"0";"0,7700";"0,0000";"0"
"44657";"2022-05-30";"0,00";"1910,43";"0";"1";"0";"16";"866";"0";"42,9375";"0";"9";"15";"9";"0";"0";"15";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44659";"2022-06-02";"0,00";"376,00";"0";"3";"0";"5";"1332";"0";"35,0000";"0";"5";"5";"4";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44661";"2022-06-03";"0,00";"441,29";"0";"3";"0";"11";"1017";"0";"52,9091";"0";"7";"10";"5";"0";"0";"10";"0";"0";"1";"0";"9,0900";"0,0000";"1"
"44662";"2022-05-31";"0,00";"3556,14";"0";"2";"0";"44";"807";"0";"76,5581";"0";"8";"24";"10";"1";"0";"43";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44668";"2022-05-30";"0,00";"720,00";"0";"3";"0";"9";"1157";"0";"17,8889";"0";"7";"9";"6";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44669";"2022-06-02";"0,00";"423,79";"0";"3";"0";"24";"903";"0";"16,9583";"0";"8";"14";"8";"0";"0";"24";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44671";"2022-06-03";"0,00";"276,50";"0";"3";"0";"5";"1450";"0";"42,6000";"0";"4";"5";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44676";"2021-12-01";"4558,35";"0,00";"2";"0";"0";"64";"50";"1";"13,2787";"3";"11";"21";"10";"1";"0";"63";"0";"0";"1";"0";"1,5600";"4,6900";"0"
"44681";"2022-09-02";"586,27";"0,00";"1";"0";"0";"88";"22";"1";"10,7586";"1";"13";"32";"14";"0";"0";"83";"2";"1";"2";"0";"2,2700";"1,1400";"0"
"44682";"2022-06-10";"0,00";"206,00";"0";"3";"0";"11";"953";"0";"16,2727";"0";"6";"10";"5";"0";"0";"10";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44683";"2022-06-09";"0,00";"268,57";"0";"1";"0";"15";"70";"1";"14,0000";"0";"5";"10";"6";"0";"0";"15";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44686";"2022-05-05";"158,96";"0,00";"1";"0";"0";"13";"1150";"0";"3,0000";"0";"2";"5";"2";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44691";"2022-06-16";"307,04";"0,00";"1";"0";"0";"10";"422";"0";"10,8000";"0";"4";"7";"5";"0";"0";"10";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44694";"2022-06-22";"0,00";"1395,49";"0";"1";"0";"16";"621";"0";"18,5625";"0";"9";"15";"7";"0";"0";"16";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44695";"2022-06-22";"42113,78";"0,00";"1";"0";"0";"345";"42";"14";"17,6559";"3";"26";"66";"15";"6";"2";"317";"2";"19";"7";"0";"2,0300";"0,8700";"0"
"44696";"2022-07-06";"0,00";"414,00";"0";"3";"0";"11";"1136";"0";"35,2727";"0";"6";"10";"6";"0";"0";"10";"0";"0";"1";"0";"9,0900";"0,0000";"1"
"44699";"2024-03-25";"709,82";"0,00";"1";"0";"0";"13";"503";"0";"27,1538";"0";"8";"12";"7";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"44703";"2022-06-22";"0,00";"2169,15";"0";"1";"0";"84";"373";"0";"7,8333";"0";"12";"23";"12";"0";"0";"75";"0";"6";"3";"0";"3,5700";"0,0000";"1"
"44704";"2022-06-30";"0,00";"268,34";"0";"1";"0";"9";"747";"0";"25,2222";"0";"6";"8";"5";"0";"0";"8";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"44705";"2022-06-24";"0,00";"374,54";"0";"3";"0";"35";"975";"0";"17,3143";"0";"9";"15";"7";"0";"0";"32";"0";"2";"1";"0";"2,8600";"0,0000";"1"
"44707";"2022-06-27";"0,00";"1002,00";"0";"3";"0";"6";"1373";"0";"34,0000";"0";"4";"6";"4";"0";"0";"6";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44710";"2022-07-07";"0,00";"920,34";"0";"1";"0";"8";"166";"0";"93,1250";"0";"4";"8";"5";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44714";"2022-06-30";"524,53";"0,00";"1";"0";"0";"19";"127";"0";"21,0000";"0";"9";"15";"8";"0";"1";"17";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"44718";"2022-07-26";"2992,81";"0,00";"1";"0";"0";"88";"110";"0";"17,8140";"0";"16";"28";"14";"0";"0";"82";"0";"6";"0";"0";"0,0000";"0,0000";"0"
"44720";"2021-12-16";"0,00";"5051,59";"0";"1";"0";"36";"565";"0";"2,7500";"0";"8";"16";"10";"0";"0";"30";"0";"2";"4";"0";"11,1100";"0,0000";"1"
"44721";"2022-08-23";"1626,82";"0,00";"1";"0";"0";"20";"246";"0";"35,8000";"0";"8";"16";"9";"0";"0";"18";"0";"0";"2";"0";"10,0000";"0,0000";"0"
"44722";"2022-07-08";"0,00";"190,03";"0";"3";"0";"12";"1114";"0";"28,4167";"0";"5";"9";"6";"0";"0";"12";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"44730";"2022-07-13";"0,00";"264,00";"0";"3";"0";"7";"1311";"0";"40,2857";"0";"5";"7";"2";"0";"0";"6";"0";"0";"1";"0";"14,2900";"0,0000";"1"
"44732";"2022-05-10";"456,40";"0,00";"1";"0";"0";"95";"0";"9";"1,5914";"1";"8";"15";"7";"4";"0";"93";"1";"1";"0";"0";"0,0000";"1,0500";"0"
"44733";"2022-07-26";"1566,93";"0,00";"1";"0";"0";"157";"13";"3";"9,1720";"1";"14";"30";"15";"3";"0";"148";"0";"7";"2";"0";"1,2700";"0,6400";"0"
