"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"qtd_tarefas_total";"dias_ultima_tarefa";"tarefas_90d";"media_dias_exec";"qtd_tarefas_abertas";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qt_tarefas_bug";"qt_tarefas_reducao";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"perc_tarefas_abertas";"churn"
"10";"2013-05-04";"0,00";"248,45";"0";"1";"0";"1";"1049";"0";"208,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"20";"2001-03-20";"3369,25";"0,00";"1";"0";"0";"561";"15";"14";"23,1960";"8";"39";"93";"20";"41";"1";"536";"4";"14";"7";"0";"1,2500";"1,4300";"0"
"22";"2011-03-21";"0,00";"545,60";"0";"2";"0";"64";"279";"0";"12,2500";"0";"14";"26";"12";"0";"0";"62";"0";"0";"2";"0";"3,1300";"0,0000";"1"
"29";"2020-10-30";"1056,93";"0,00";"1";"0";"0";"14";"126";"0";"30,1429";"0";"8";"11";"6";"0";"0";"12";"1";"0";"1";"0";"7,1400";"0,0000";"0"
"32";"2012-02-13";"0,00";"8153,38";"0";"1";"0";"62";"2100";"0";"67,2581";"0";"17";"30";"13";"0";"0";"60";"1";"1";"0";"0";"0,0000";"0,0000";"1"
"33";"2020-03-23";"0,00";"324,00";"0";"2";"0";"32";"721";"0";"26,9063";"0";"16";"24";"11";"0";"0";"28";"1";"2";"1";"0";"3,1300";"0,0000";"1"
"38";"2017-04-25";"1040,37";"180,00";"1";"1";"1";"248";"0";"10";"7,1893";"3";"24";"50";"15";"3";"0";"231";"2";"3";"11";"1";"4,4400";"1,2100";"0"
"47";"2024-08-07";"0,00";"529,80";"0";"1";"0";"4";"589";"0";"13,0000";"0";"4";"4";"2";"0";"0";"4";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"51";"2018-02-21";"0,00";"50,84";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"52";"2010-03-01";"1365,94";"0,00";"1";"0";"0";"158";"7";"3";"5,2215";"0";"20";"34";"12";"0";"0";"152";"1";"4";"1";"0";"0,6300";"0,0000";"0"
"64";"2017-05-23";"660,27";"0,00";"1";"0";"0";"51";"154";"0";"15,1800";"0";"11";"18";"9";"0";"0";"47";"1";"3";"0";"0";"0,0000";"0,0000";"0"
"70";"2022-05-26";"1786,86";"0,00";"1";"0";"0";"97";"15";"9";"13,8511";"1";"15";"34";"13";"0";"0";"80";"0";"7";"10";"0";"10,3100";"1,0300";"0"
"76";"2012-03-07";"507,78";"0,00";"1";"0";"0";"11";"306";"0";"11,5455";"0";"3";"9";"4";"0";"0";"11";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"78";"2005-07-01";"7269,48";"0,00";"1";"0";"0";"207";"0";"5";"37,0049";"1";"34";"85";"21";"10";"3";"190";"1";"11";"5";"0";"2,4200";"0,4800";"0"
"83";"2013-06-06";"0,00";"185,40";"0";"1";"0";"35";"365";"0";"20,3429";"0";"7";"20";"8";"0";"0";"29";"2";"1";"3";"0";"8,5700";"0,0000";"1"
"84";"2020-02-13";"198,27";"0,00";"2";"0";"0";"9";"411";"0";"21,0000";"0";"4";"7";"4";"0";"0";"8";"0";"0";"1";"0";"11,1100";"0,0000";"0"
"91";"2007-07-13";"1074,52";"0,00";"1";"0";"0";"322";"0";"40";"15,0189";"5";"21";"45";"18";"18";"0";"306";"3";"4";"9";"0";"2,8000";"1,5500";"0"
"107";"2025-08-07";"1252,00";"0,00";"1";"0";"0";"27";"1";"10";"5,0385";"1";"6";"13";"6";"0";"0";"27";"0";"0";"0";"0";"0,0000";"3,7000";"0"
"113";"2007-05-02";"345,32";"0,00";"1";"0";"0";"47";"44";"4";"5,3404";"0";"16";"23";"8";"0";"0";"45";"0";"0";"2";"0";"4,2600";"0,0000";"0"
"121";"2023-02-27";"1799,92";"0,00";"1";"0";"0";"105";"71";"1";"10,7619";"0";"20";"43";"15";"0";"1";"93";"2";"6";"2";"2";"1,9000";"0,0000";"0"
"125";"2018-12-10";"26269,30";"3588,01";"1";"1";"1";"372";"6";"43";"17,6676";"7";"31";"92";"22";"31";"1";"358";"1";"8";"4";"1";"1,0800";"1,8800";"0"
"129";"2010-04-14";"408,00";"0,00";"1";"0";"0";"52";"198";"0";"5,7500";"0";"11";"19";"8";"1";"0";"46";"1";"2";"3";"0";"5,7700";"0,0000";"0"
"132";"2012-09-05";"0,00";"425,53";"0";"1";"0";"9";"2184";"0";"126,7778";"0";"7";"8";"4";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"136";"2011-08-11";"0,00";"234,00";"0";"1";"0";"13";"1559";"0";"16,6923";"0";"6";"9";"5";"0";"0";"8";"0";"0";"4";"1";"30,7700";"0,0000";"1"
"137";"2019-09-05";"242,61";"0,00";"1";"0";"0";"56";"359";"0";"22,7321";"0";"10";"21";"11";"0";"0";"51";"1";"2";"2";"0";"3,5700";"0,0000";"0"
"140";"2002-03-26";"18704,07";"0,00";"1";"0";"0";"131";"16";"4";"30,4141";"3";"21";"50";"16";"2";"0";"129";"0";"0";"2";"0";"1,5300";"2,2900";"0"
"147";"2015-06-08";"1697,73";"0,00";"1";"0";"0";"145";"112";"0";"9,4828";"0";"13";"31";"16";"0";"0";"140";"0";"3";"2";"0";"1,3800";"0,0000";"0"
"165";"2005-03-31";"4620,60";"0,00";"1";"0";"0";"299";"27";"9";"15,9696";"2";"31";"73";"20";"1";"3";"269";"10";"12";"7";"1";"2,3400";"0,6700";"0"
"175";"1998-11-01";"34283,23";"0,00";"2";"0";"0";"1441";"2";"99";"10,6590";"8";"46";"145";"23";"49";"5";"1337";"12";"38";"33";"21";"2,2900";"0,5600";"0"
"200";"2024-08-12";"2721,54";"0,00";"1";"0";"0";"10";"184";"0";"72,0000";"2";"6";"10";"5";"2";"0";"9";"1";"0";"0";"0";"0,0000";"20,0000";"0"
"202";"2012-05-15";"0,00";"131,50";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"228";"2021-05-03";"2988,19";"0,00";"1";"0";"0";"195";"20";"11";"15,9271";"4";"23";"58";"18";"3";"3";"160";"6";"14";"15";"0";"7,6900";"2,0500";"0"
"284";"2010-03-17";"0,00";"105,99";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"311";"2013-07-25";"1046,15";"0,00";"1";"0";"0";"53";"422";"0";"54,2885";"1";"15";"28";"14";"0";"0";"52";"0";"1";"0";"0";"0,0000";"1,8900";"0"
"323";"2011-02-22";"0,00";"606,46";"0";"1";"0";"8";"672";"0";"43,3750";"0";"6";"8";"3";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"325";"2012-04-17";"1576,32";"0,00";"1";"0";"0";"56";"5";"2";"12,3455";"1";"17";"25";"10";"1";"1";"52";"0";"2";"1";"1";"1,7900";"1,7900";"0"
"327";"2003-05-09";"3017,97";"0,00";"1";"0";"0";"560";"5";"10";"8,0054";"6";"34";"79";"23";"17";"3";"531";"2";"15";"12";"0";"2,1400";"1,0700";"0"
"337";"2014-09-22";"0,00";"163,42";"0";"1";"0";"5";"2207";"0";"14,6000";"0";"2";"4";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"339";"2012-07-23";"14309,93";"0,00";"1";"0";"0";"349";"14";"8";"38,4393";"1";"37";"77";"23";"16";"0";"313";"3";"11";"22";"0";"6,3000";"0,2900";"0"
"484";"2018-11-26";"510,04";"0,00";"1";"0";"0";"94";"637";"0";"20,3191";"0";"15";"30";"14";"0";"0";"87";"2";"2";"2";"1";"2,1300";"0,0000";"0"
"485";"2009-03-02";"0,00";"67,39";"0";"1";"0";"3";"2121";"0";"13,3333";"0";"3";"3";"1";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"512";"2020-08-07";"1264,52";"0,00";"1";"0";"0";"215";"6";"6";"29,2594";"1";"30";"66";"19";"1";"0";"198";"10";"3";"4";"0";"1,8600";"0,4700";"0"
"584";"2012-07-10";"0,00";"172,50";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"637";"2004-05-10";"135,61";"0,00";"1";"0";"0";"12";"240";"0";"70,3333";"0";"6";"8";"3";"0";"0";"11";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"646";"2005-07-26";"241,59";"0,00";"1";"0";"0";"28";"349";"0";"1,8519";"0";"6";"11";"4";"0";"0";"26";"1";"0";"1";"0";"3,5700";"0,0000";"0"
"653";"2009-11-12";"0,00";"332,22";"0";"1";"0";"131";"351";"0";"25,1450";"0";"21";"42";"16";"0";"4";"119";"4";"5";"2";"1";"1,5300";"0,0000";"1"
"691";"2010-01-04";"0,00";"85,26";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"694";"2021-03-15";"0,00";"185,83";"0";"2";"0";"12";"1387";"0";"27,7500";"0";"8";"11";"5";"0";"0";"11";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"697";"2012-06-12";"0,00";"232,61";"0";"1";"0";"5";"2445";"0";"4,8000";"0";"2";"3";"3";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"698";"2024-07-23";"1348,09";"0,00";"1";"0";"0";"28";"223";"0";"38,3214";"0";"9";"17";"10";"0";"0";"26";"1";"0";"1";"0";"3,5700";"0,0000";"0"
"704";"2019-10-18";"3179,53";"0,00";"1";"0";"0";"319";"12";"7";"7,9653";"1";"29";"65";"21";"1";"3";"283";"6";"17";"12";"1";"3,7600";"0,3100";"0"
"709";"2022-03-04";"1250,00";"0,00";"1";"0";"0";"80";"98";"0";"7,3250";"0";"13";"24";"10";"1";"0";"76";"1";"0";"3";"0";"3,7500";"0,0000";"0"
"719";"2012-04-13";"0,00";"110,04";"0";"1";"0";"12";"972";"0";"12,8333";"0";"5";"7";"3";"0";"0";"5";"0";"3";"4";"0";"33,3300";"0,0000";"1"
"727";"2008-03-20";"0,00";"225,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"741";"2010-02-25";"0,00";"249,49";"0";"1";"0";"19";"1385";"0";"18,4211";"0";"8";"17";"9";"0";"0";"17";"0";"0";"2";"0";"10,5300";"0,0000";"1"
"747";"2009-03-10";"5519,88";"0,00";"1";"0";"0";"771";"2";"51";"11,6999";"4";"38";"103";"25";"6";"2";"735";"14";"13";"8";"1";"1,0400";"0,5200";"0"
"753";"2025-02-28";"414,00";"0,00";"1";"0";"0";"5";"446";"0";"5,4000";"0";"4";"4";"1";"0";"0";"5";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"773";"2010-03-01";"395,85";"0,00";"1";"0";"0";"38";"373";"0";"8,5263";"0";"8";"14";"7";"0";"0";"36";"0";"0";"2";"0";"5,2600";"0,0000";"0"
"774";"2020-06-23";"2209,95";"0,00";"1";"0";"0";"64";"1";"1";"9,2813";"0";"14";"23";"8";"1";"1";"49";"1";"4";"10";"0";"15,6300";"0,0000";"0"
"785";"2018-03-20";"0,00";"42,93";"0";"1";"0";"21";"656";"0";"4,8500";"0";"8";"13";"4";"1";"0";"18";"0";"1";"2";"0";"9,5200";"0,0000";"1"
"787";"2013-09-16";"0,00";"185,53";"0";"1";"0";"10";"1808";"0";"14,7000";"0";"5";"6";"4";"0";"0";"9";"0";"0";"1";"0";"10,0000";"0,0000";"1"
"790";"2023-09-13";"0,00";"15,25";"0";"1";"0";"11";"560";"0";"67,0000";"0";"7";"10";"4";"0";"0";"10";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"797";"2014-08-27";"0,00";"92,00";"0";"1";"0";"1";"2641";"0";"0,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"804";"2015-10-15";"5042,77";"512,45";"1";"1";"1";"446";"1";"32";"13,6316";"7";"40";"100";"23";"8";"1";"411";"8";"18";"9";"0";"2,0200";"1,5700";"0"
"821";"2020-07-22";"1257,74";"420,00";"1";"1";"1";"120";"100";"0";"13,0500";"0";"26";"43";"15";"1";"0";"110";"1";"4";"5";"0";"4,1700";"0,0000";"0"
"826";"2013-07-09";"0,00";"521,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"827";"2020-07-14";"0,00";"241,46";"0";"1";"0";"16";"912";"0";"17,1250";"0";"11";"14";"7";"0";"0";"13";"0";"1";"2";"0";"12,5000";"0,0000";"1"
"829";"2021-10-27";"447,08";"0,00";"1";"0";"0";"199";"68";"5";"3,2965";"0";"14";"29";"11";"0";"0";"182";"7";"5";"4";"1";"2,0100";"0,0000";"0"
"841";"2015-09-24";"300,68";"0,00";"1";"0";"0";"46";"0";"13";"5,3182";"2";"12";"22";"8";"0";"1";"42";"1";"2";"1";"0";"2,1700";"4,3500";"0"
"842";"2024-07-08";"271,72";"0,00";"1";"0";"0";"8";"625";"0";"32,6250";"0";"6";"8";"4";"0";"0";"7";"0";"0";"1";"0";"12,5000";"0,0000";"0"
"851";"2024-06-10";"284,22";"0,00";"1";"0";"0";"10";"230";"0";"36,1000";"0";"6";"9";"6";"0";"1";"8";"0";"1";"1";"0";"10,0000";"0,0000";"0"
"852";"2017-04-14";"0,00";"100,79";"0";"1";"0";"3";"2052";"0";"7,3333";"0";"2";"2";"2";"0";"0";"3";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"867";"2004-05-18";"0,00";"358,19";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"898";"2015-07-01";"232,61";"0,00";"1";"0";"0";"85";"42";"2";"12,6118";"0";"10";"24";"10";"1";"0";"76";"0";"3";"6";"0";"7,0600";"0,0000";"0"
"903";"2019-07-12";"411,16";"0,00";"1";"0";"0";"41";"20";"2";"8,3902";"0";"14";"20";"9";"0";"1";"38";"0";"1";"2";"0";"4,8800";"0,0000";"0"
"913";"2011-10-20";"0,00";"270,00";"0";"1";"0";"8";"435";"0";"34,3750";"0";"4";"8";"4";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"916";"2018-06-15";"0,00";"381,38";"0";"1";"0";"9";"2359";"0";"130,4444";"0";"3";"5";"5";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"934";"2018-03-05";"147,62";"0,00";"1";"0";"0";"76";"16";"1";"4,0132";"0";"9";"17";"9";"0";"0";"70";"1";"0";"5";"0";"6,5800";"0,0000";"0"
"950";"2011-08-18";"494,72";"0,00";"1";"0";"0";"61";"121";"0";"6,3443";"0";"11";"22";"15";"0";"1";"56";"0";"2";"3";"0";"4,9200";"0,0000";"0"
"970";"2023-06-13";"2438,75";"0,00";"1";"0";"0";"161";"1";"13";"13,4563";"1";"20";"47";"17";"1";"0";"158";"3";"0";"0";"0";"0,0000";"0,6200";"0"
"994";"2014-05-15";"0,00";"65,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1010";"2011-05-01";"3119,01";"0,00";"1";"0";"0";"31";"26";"1";"68,1429";"3";"14";"20";"10";"0";"1";"29";"0";"2";"0";"0";"0,0000";"9,6800";"0"
"1022";"2013-10-17";"590,00";"0,00";"1";"0";"0";"10";"852";"0";"1,5000";"0";"4";"6";"5";"0";"0";"10";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"1050";"2019-07-15";"0,00";"62,90";"0";"1";"0";"8";"1828";"0";"3,8750";"0";"3";"5";"3";"0";"0";"8";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1105";"2016-05-15";"0,00";"550,21";"0";"1";"0";"14";"1198";"0";"36,2857";"0";"8";"12";"5";"0";"0";"14";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1147";"2009-11-16";"433,79";"0,00";"1";"0";"0";"65";"5";"6";"13,1231";"0";"17";"32";"12";"3";"0";"60";"0";"2";"3";"0";"4,6200";"0,0000";"0"
"1154";"2020-07-02";"662,90";"0,00";"1";"0";"0";"65";"35";"1";"38,3692";"0";"17";"27";"11";"0";"0";"64";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"1157";"2011-06-16";"0,00";"107,45";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1177";"2016-06-10";"79,82";"0,00";"1";"0";"0";"34";"153";"0";"3,3235";"0";"7";"13";"5";"0";"0";"33";"0";"0";"1";"0";"2,9400";"0,0000";"0"
"1182";"2020-03-04";"485,83";"0,00";"1";"0";"0";"53";"680";"0";"12,9623";"0";"14";"23";"9";"0";"0";"48";"1";"3";"1";"0";"1,8900";"0,0000";"0"
"1198";"2017-06-22";"335,64";"0,00";"1";"0";"0";"64";"12";"1";"4,3651";"1";"12";"22";"8";"0";"1";"59";"1";"0";"4";"0";"6,2500";"1,5600";"0"
"1203";"2009-04-02";"0,00";"71,82";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1217";"2007-11-08";"0,00";"224,52";"0";"1";"0";"22";"2535";"0";"18,4545";"0";"8";"9";"5";"0";"0";"22";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1292";"2016-10-07";"914,25";"0,00";"1";"0";"0";"161";"8";"13";"8,2000";"0";"17";"33";"18";"1";"0";"156";"1";"3";"1";"0";"0,6200";"0,0000";"0"
"1295";"2014-03-06";"0,00";"314,31";"0";"1";"0";"6";"474";"0";"0,6667";"0";"3";"6";"2";"0";"0";"5";"1";"0";"0";"0";"0,0000";"0,0000";"1"
"1300";"2017-05-30";"368,00";"0,00";"1";"0";"0";"82";"422";"0";"12,9512";"0";"13";"22";"15";"0";"0";"78";"0";"1";"3";"0";"3,6600";"0,0000";"0"
"1312";"2009-06-16";"1363,37";"0,00";"1";"0";"0";"390";"2";"35";"10,3161";"3";"22";"60";"18";"3";"0";"359";"5";"16";"9";"1";"2,3100";"0,7700";"0"
"1333";"2011-10-01";"1334,96";"0,00";"1";"0";"0";"77";"70";"1";"28,9221";"0";"19";"34";"11";"1";"0";"74";"0";"2";"1";"0";"1,3000";"0,0000";"0"
"1395";"2018-06-27";"4217,14";"0,00";"1";"0";"0";"226";"0";"11";"21,6351";"4";"28";"65";"17";"4";"1";"200";"5";"13";"7";"1";"3,1000";"1,7700";"0"
"1408";"2011-05-23";"1761,76";"0,00";"1";"0";"0";"198";"9";"12";"24,6954";"1";"26";"49";"14";"3";"0";"183";"3";"6";"6";"0";"3,0300";"0,5100";"0"
"1429";"2006-08-22";"0,00";"168,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1445";"2012-11-06";"0,00";"595,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1454";"2018-10-25";"0,00";"2490,21";"0";"3";"0";"72";"798";"0";"25,5694";"0";"19";"37";"15";"0";"0";"63";"1";"3";"5";"0";"6,9400";"0,0000";"1"
"1471";"2019-07-27";"0,00";"150,12";"0";"1";"0";"16";"1755";"0";"6,6250";"0";"9";"13";"3";"0";"0";"13";"0";"0";"3";"0";"18,7500";"0,0000";"1"
"1497";"2010-05-01";"0,00";"171,17";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1540";"2017-07-25";"0,00";"130,08";"0";"1";"0";"10";"1255";"0";"2,8000";"0";"7";"9";"2";"0";"0";"7";"0";"1";"2";"0";"20,0000";"0,0000";"1"
"1588";"2010-03-02";"1996,29";"0,00";"1";"0";"0";"170";"7";"16";"22,3550";"1";"23";"52";"20";"1";"0";"159";"3";"4";"4";"0";"2,3500";"0,5900";"0"
"1612";"2012-06-01";"1781,85";"0,00";"1";"0";"0";"195";"21";"8";"6,6103";"0";"20";"39";"17";"0";"0";"186";"1";"3";"5";"0";"2,5600";"0,0000";"0"
"1623";"2013-09-24";"0,00";"316,83";"0";"1";"0";"20";"2298";"0";"9,0500";"0";"7";"8";"5";"0";"0";"20";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1625";"2014-02-12";"0,00";"40,00";"0";"1";"0";"16";"1393";"0";"50,5000";"0";"9";"12";"4";"0";"0";"12";"0";"1";"3";"0";"18,7500";"0,0000";"1"
"1629";"2010-07-01";"0,00";"119,29";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1635";"2012-02-16";"0,00";"1075,12";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1641";"2017-06-08";"0,00";"52,84";"0";"1";"0";"6";"2359";"0";"15,8333";"0";"2";"3";"3";"0";"0";"6";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1656";"2012-10-15";"91,29";"0,00";"1";"0";"0";"9";"769";"0";"8,5556";"0";"5";"7";"4";"0";"0";"9";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"1684";"2017-04-25";"0,00";"104,71";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1688";"2017-02-05";"1219,17";"0,00";"1";"0";"0";"99";"55";"2";"21,0816";"0";"17";"34";"14";"1";"0";"98";"0";"1";"0";"0";"0,0000";"0,0000";"0"
"1717";"2015-08-10";"825,18";"0,00";"1";"0";"0";"113";"112";"0";"29,5310";"0";"15";"32";"13";"0";"0";"109";"1";"1";"2";"0";"1,7700";"0,0000";"0"
"1720";"2022-12-28";"1192,00";"0,00";"1";"0";"0";"48";"58";"3";"7,9792";"0";"12";"21";"8";"0";"0";"39";"3";"2";"4";"0";"8,3300";"0,0000";"0"
"1736";"2013-11-01";"0,00";"585,00";"0";"1";"0";"36";"411";"0";"27,7778";"0";"11";"17";"11";"0";"0";"36";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1740";"2017-06-06";"0,00";"105,68";"0";"1";"0";"1";"1469";"0";"4,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1777";"2018-02-05";"1031,79";"0,00";"1";"0";"0";"14";"20";"1";"24,2308";"1";"9";"11";"8";"0";"0";"12";"0";"2";"0";"0";"0,0000";"7,1400";"0"
"1779";"2021-07-02";"731,93";"0,00";"1";"0";"0";"17";"408";"0";"27,3750";"0";"8";"13";"7";"0";"0";"16";"0";"0";"1";"0";"5,8800";"0,0000";"0"
"1780";"2018-04-30";"0,00";"120,10";"0";"2";"0";"14";"1909";"0";"6,9286";"0";"7";"9";"3";"0";"0";"13";"0";"1";"0";"0";"0,0000";"0,0000";"1"
"1786";"2017-09-22";"0,00";"149,97";"0";"1";"0";"35";"82";"1";"19,4571";"0";"12";"20";"9";"0";"0";"35";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1802";"2009-06-25";"0,00";"49,00";"0";"1";"0";"91";"721";"0";"38,7143";"0";"14";"31";"11";"1";"0";"82";"1";"2";"6";"0";"6,5900";"0,0000";"1"
"1812";"2011-08-10";"330,15";"0,00";"1";"0";"0";"117";"0";"4";"7,5086";"1";"16";"33";"16";"2";"0";"110";"0";"2";"5";"0";"4,2700";"0,8500";"0"
"1816";"2017-05-25";"0,00";"1800,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"1828";"2007-04-01";"464,20";"0,00";"1";"0";"0";"24";"72";"1";"5,1667";"0";"7";"13";"4";"0";"0";"24";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"1928";"2019-04-24";"2737,79";"0,00";"1";"0";"0";"354";"33";"15";"8,8839";"1";"29";"67";"17";"11";"0";"337";"3";"5";"9";"0";"2,5400";"0,2800";"0"
"1945";"2025-02-28";"1113,34";"0,00";"1";"0";"0";"8";"23";"3";"19,3750";"0";"6";"8";"4";"1";"0";"7";"0";"0";"1";"0";"12,5000";"0,0000";"0"
"1995";"2009-07-09";"0,00";"67,10";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2012";"2024-04-03";"450,43";"0,00";"1";"0";"0";"13";"589";"0";"83,3846";"0";"8";"12";"8";"0";"0";"13";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"2024";"2018-02-20";"0,00";"212,10";"0";"1";"0";"1";"2728";"0";"3,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2038";"2010-11-23";"0,00";"547,49";"0";"1";"0";"1";"2218";"0";"28,0000";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2040";"2016-07-15";"966,62";"0,00";"1";"0";"0";"160";"5";"5";"12,4625";"0";"19";"44";"17";"1";"0";"153";"0";"4";"3";"0";"1,8800";"0,0000";"0"
"2042";"2010-07-17";"555,99";"0,00";"1";"0";"0";"20";"126";"0";"14,7000";"0";"8";"15";"9";"0";"0";"20";"0";"0";"0";"0";"0,0000";"0,0000";"0"
"2103";"2007-06-01";"0,00";"680,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2122";"2012-05-29";"0,00";"83,04";"0";"1";"0";"38";"127";"0";"22,1579";"0";"12";"20";"12";"0";"0";"35";"3";"0";"0";"0";"0,0000";"0,0000";"1"
"2126";"2012-07-17";"0,00";"104,60";"0";"1";"0";"23";"155";"0";"1,8261";"0";"7";"12";"5";"0";"0";"21";"1";"1";"0";"0";"0,0000";"0,0000";"1"
"2163";"2009-09-02";"0,00";"136,00";"0";"1";"0";"0";"0";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2167";"2011-09-01";"1973,04";"0,00";"1";"0";"0";"102";"30";"6";"11,8333";"0";"24";"46";"13";"1";"1";"91";"2";"6";"3";"0";"2,9400";"0,0000";"0"
"2203";"2016-05-31";"371,26";"0,00";"1";"0";"0";"22";"41";"2";"10,0000";"0";"7";"11";"8";"0";"0";"20";"1";"1";"0";"0";"0,0000";"0,0000";"0"
"2385";"2009-01-30";"0,00";"100,00";"0";"1";"0";"1";"2695";"0";"1,0000";"0";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0,0000";"0,0000";"1"
"2389";"2008-01-28";"4510,18";"0,00";"1";"0";"0";"282";"12";"25";"15,5108";"2";"26";"70";"16";"8";"0";"260";"6";"10";"6";"0";"2,1300";"0,7100";"0"
