"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"tarefas_90d";"qtd_tarefas_total";"media_dias_exec";"qt_tarefas_sd";"media_dias_exec_tarefa_sd";"qt_tarefas_hd";"media_dias_exec_tarefa_hd";"qt_tarefas_reclamacao";"media_dias_exec_reclamacao";"qt_tarefas_reducao";"media_dias_exec_reducao";"qt_tarefas_bug";"media_dias_exec_bug";"dias_ultima_tarefa";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"churn"
"44976";"2022-09-23";"0,00";"149,00";"0";"1";"0";"0";"1";"12,0000";"0";"0,0000";"1";"12,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"44977";"2026-01-01";"91,96";"0,00";"1";"0";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"140";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"0"
"44978";"2022-12-06";"0,00";"395,40";"0";"1";"0";"1";"20";"17,7500";"2";"0,0000";"8";"0,8750";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"9";"13";"8";"20";"0";"0";"0";"0";"0,0000";"1"
"44979";"2022-12-07";"9910,51";"5274,00";"1";"2";"1";"2";"190";"9,2947";"6";"0,0000";"127";"0,2205";"0";"0,0000";"1";"4,0000";"0";"0,0000";"14";"19";"41";"13";"183";"0";"4";"3";"0";"1,5800";"0"
"44980";"2022-12-09";"526,85";"0,00";"1";"0";"0";"1";"27";"17,2593";"2";"1,0000";"15";"1,6000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"80";"9";"13";"7";"26";"0";"1";"0";"0";"0,0000";"0"
"44982";"2022-12-07";"0,00";"309,00";"0";"2";"0";"0";"3";"36,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"2";"3";"2";"3";"0";"0";"0";"0";"0,0000";"1"
"44983";"2022-12-09";"0,00";"592,64";"0";"1";"0";"0";"44";"10,9318";"7";"0,8571";"19";"0,7895";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"23";"9";"42";"0";"1";"1";"0";"2,2700";"1"
"44988";"2022-12-15";"280,31";"0,00";"1";"0";"0";"0";"25";"13,3200";"2";"0,0000";"17";"1,7647";"0";"0,0000";"0";"0,0000";"0";"0,0000";"128";"4";"10";"6";"24";"0";"0";"1";"0";"4,0000";"0"
"44992";"2022-12-20";"0,00";"620,57";"0";"1";"0";"0";"24";"8,6667";"1";"0,0000";"15";"0,2667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"11";"6";"21";"0";"1";"2";"0";"8,3300";"1"
"44995";"2023-02-01";"0,00";"2669,43";"0";"1";"0";"0";"42";"21,7250";"0";"0,0000";"8";"4,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"9";"18";"9";"39";"0";"2";"1";"0";"2,3800";"1"
"44996";"2022-12-23";"599,00";"0,00";"1";"0";"0";"1";"81";"8,0633";"5";"0,0000";"52";"0,5686";"1";"0,0000";"1";"63,0000";"0";"0,0000";"28";"12";"22";"13";"77";"0";"3";"1";"0";"1,2300";"0"
"44997";"2022-07-24";"428,98";"0,00";"1";"0";"0";"1";"39";"6,7949";"2";"4,5000";"14";"0,9286";"0";"0,0000";"0";"0,0000";"0";"0,0000";"16";"11";"21";"8";"35";"0";"2";"2";"0";"5,1300";"0"
"44998";"2022-12-29";"1583,04";"0,00";"1";"0";"0";"0";"159";"3,7975";"4";"0,5000";"71";"0,9429";"0";"0,0000";"0";"0,0000";"1";"53,0000";"252";"19";"41";"16";"153";"1";"2";"3";"0";"1,8900";"0"
"44999";"2022-12-28";"0,00";"90,14";"0";"1";"0";"0";"26";"7,8077";"3";"0,0000";"15";"0,4667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"8";"8";"26";"0";"0";"0";"0";"0,0000";"1"
"45003";"2022-12-30";"0,00";"1195,61";"0";"1";"0";"0";"61";"13,0678";"2";"0,5000";"30";"1,1667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"14";"29";"12";"56";"1";"4";"0";"0";"0,0000";"1"
"45004";"2023-01-02";"0,00";"838,00";"0";"3";"0";"0";"13";"18,1538";"2";"0,0000";"2";"1,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"93";"7";"10";"6";"13";"0";"0";"0";"0";"0,0000";"1"
"45007";"2022-06-04";"0,00";"394,91";"0";"1";"0";"0";"18";"3,7222";"4";"1,2500";"5";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"12";"6";"18";"0";"0";"0";"0";"0,0000";"1"
"45010";"2023-01-25";"0,00";"1980,00";"0";"3";"0";"0";"13";"35,2308";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"12";"9";"13";"0";"0";"0";"0";"0,0000";"1"
"45011";"2023-01-06";"0,00";"199,00";"0";"1";"0";"0";"19";"6,5556";"2";"0,0000";"12";"0,2727";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"10";"6";"19";"0";"0";"0";"0";"0,0000";"1"
"45012";"2023-01-09";"0,00";"289,00";"0";"3";"0";"0";"7";"25,1429";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"7";"2";"6";"0";"0";"1";"0";"14,2900";"1"
"45021";"2023-02-06";"0,00";"830,00";"0";"3";"0";"0";"12";"80,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"9";"12";"4";"12";"0";"0";"0";"0";"0,0000";"1"
"45022";"2023-01-17";"902,18";"0,00";"1";"0";"0";"3";"29";"15,9310";"0";"0,0000";"17";"0,8824";"0";"0,0000";"0";"0,0000";"1";"1,0000";"3";"8";"16";"5";"29";"0";"0";"0";"0";"0,0000";"0"
"45030";"2023-01-30";"618,14";"0,00";"1";"0";"0";"0";"16";"28,1875";"0";"0,0000";"9";"0,2222";"0";"0,0000";"0";"0,0000";"0";"0,0000";"237";"6";"11";"5";"16";"0";"0";"0";"0";"0,0000";"0"
"45033";"2023-01-25";"0,00";"137,82";"0";"2";"0";"0";"17";"13,3125";"2";"0,0000";"8";"0,6250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2";"5";"11";"6";"17";"0";"0";"0";"0";"0,0000";"1"
"45034";"2023-01-27";"0,00";"2149,00";"0";"1";"0";"0";"15";"27,3571";"0";"0,0000";"4";"0,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"11";"4";"13";"0";"1";"1";"0";"6,6700";"1"
"45035";"2023-01-27";"0,00";"937,12";"0";"1";"0";"0";"124";"7,7500";"9";"38,2222";"92";"0,6739";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"11";"22";"12";"124";"0";"0";"0";"0";"0,0000";"1"
"45037";"2023-01-30";"0,00";"1030,32";"0";"2";"0";"0";"6";"39,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"3";"4";"6";"3";"5";"0";"0";"1";"0";"16,6700";"1"
"45038";"2023-01-31";"0,00";"366,00";"0";"3";"0";"0";"12";"24,1667";"1";"1,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"12";"5";"12";"0";"0";"0";"0";"0,0000";"1"
"45039";"2022-08-17";"519,11";"0,00";"1";"0";"0";"0";"9";"3,1111";"0";"0,0000";"7";"4,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"199";"4";"7";"4";"8";"0";"1";"0";"0";"0,0000";"0"
"45041";"2022-08-19";"5261,65";"313,86";"1";"1";"1";"2";"151";"4,1933";"11";"4,3636";"67";"2,1194";"0";"0,0000";"0";"0,0000";"0";"0,0000";"38";"15";"37";"10";"140";"1";"6";"4";"0";"2,6500";"0"
"45043";"2023-01-31";"0,00";"274,27";"0";"1";"0";"0";"13";"14,1538";"0";"0,0000";"6";"0,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"10";"5";"13";"0";"0";"0";"0";"0,0000";"1"
"45046";"2023-02-14";"475,71";"0,00";"1";"0";"0";"0";"16";"67,0625";"0";"0,0000";"8";"1,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"470";"6";"11";"6";"15";"1";"0";"0";"0";"0,0000";"0"
"45047";"2023-02-01";"0,00";"160,00";"0";"1";"0";"0";"8";"22,7500";"1";"0,0000";"2";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"4";"6";"4";"7";"0";"0";"1";"0";"12,5000";"1"
"45051";"2023-02-06";"0,00";"289,00";"0";"3";"0";"0";"11";"36,5455";"0";"0,0000";"3";"0,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"30";"6";"9";"4";"10";"0";"0";"1";"0";"9,0900";"1"
"45052";"2023-02-07";"345,35";"0,00";"1";"0";"0";"3";"35";"8,6000";"3";"1,3333";"19";"0,1579";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"9";"16";"8";"35";"0";"0";"0";"0";"0,0000";"0"
"45053";"2023-02-07";"0,00";"538,00";"0";"3";"0";"0";"12";"13,5833";"0";"0,0000";"5";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"10";"6";"12";"0";"0";"0";"0";"0,0000";"1"
"45054";"2023-02-07";"3870,83";"0,00";"1";"0";"0";"6";"118";"16,6496";"8";"1,6250";"17";"1,5882";"0";"0,0000";"0";"0,0000";"1";"0,0000";"10";"15";"35";"11";"112";"1";"5";"0";"0";"0,0000";"0"
"45061";"2023-02-10";"892,68";"0,00";"1";"0";"0";"0";"27";"17,2222";"1";"2,0000";"8";"0,6250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"231";"12";"17";"10";"27";"0";"0";"0";"0";"0,0000";"0"
"45062";"2023-02-13";"588,92";"0,00";"1";"0";"0";"0";"14";"13,2143";"0";"0,0000";"6";"0,1667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"239";"8";"12";"6";"13";"0";"1";"0";"0";"0,0000";"0"
"45064";"2023-02-13";"1052,44";"0,00";"1";"0";"0";"0";"18";"33,7647";"0";"0,0000";"6";"0,1667";"0";"0,0000";"0";"0,0000";"1";"12,0000";"343";"8";"14";"8";"16";"0";"2";"0";"0";"0,0000";"0"
"45065";"2023-02-27";"0,00";"298,00";"0";"2";"0";"0";"4";"17,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"42";"3";"4";"1";"4";"0";"0";"0";"0";"0,0000";"1"
"45068";"2023-02-14";"182,96";"129,00";"1";"2";"1";"0";"9";"14,3333";"0";"0,0000";"5";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"192";"4";"7";"4";"9";"0";"0";"0";"0";"0,0000";"0"
"45071";"2023-02-15";"0,00";"2226,00";"0";"1";"0";"1";"53";"12,9038";"0";"0,0000";"26";"0,6000";"1";"2,0000";"0";"0,0000";"0";"0,0000";"0";"15";"27";"7";"51";"0";"0";"2";"0";"3,7700";"1"
"45073";"2023-03-28";"17700,85";"0,00";"1";"0";"0";"24";"369";"9,7099";"20";"3,6000";"91";"1,1868";"3";"44,6667";"1";"2,0000";"11";"31,5556";"0";"25";"74";"17";"344";"3";"11";"11";"0";"2,9800";"0"
"45076";"2023-04-10";"784,09";"0,00";"1";"0";"0";"4";"69";"19,4928";"2";"9,5000";"47";"1,6596";"0";"0,0000";"0";"0,0000";"0";"0,0000";"66";"9";"21";"13";"68";"0";"0";"1";"0";"1,4500";"0"
"45078";"2023-02-17";"0,00";"222,00";"0";"2";"0";"0";"5";"29,8000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"209";"4";"5";"4";"5";"0";"0";"0";"0";"0,0000";"1"
"45087";"2023-03-07";"0,00";"42,70";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1084";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"45088";"2023-03-07";"0,00";"42,70";"0";"1";"0";"0";"2";"6,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"1";"0";"0";"0";"2";"0";"100,0000";"1"
"45090";"2023-02-27";"0,00";"968,79";"0";"1";"0";"0";"19";"32,4737";"0";"0,0000";"3";"0,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"18";"7";"16";"0";"2";"1";"0";"5,2600";"1"
"45092";"2023-02-28";"591,91";"0,00";"1";"0";"0";"1";"28";"9,7500";"1";"0,0000";"21";"0,2381";"0";"0,0000";"0";"0,0000";"0";"0,0000";"62";"7";"10";"5";"28";"0";"0";"0";"0";"0,0000";"0"
"45093";"2023-02-28";"681,54";"105,00";"1";"1";"1";"3";"22";"34,5000";"2";"1,5000";"8";"0,3750";"0";"0,0000";"0";"0,0000";"0";"0,0000";"16";"10";"19";"8";"22";"0";"0";"0";"0";"0,0000";"0"
"45098";"2022-10-18";"0,00";"86,00";"0";"1";"0";"0";"2";"2,0000";"0";"0,0000";"2";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"45099";"2023-03-06";"985,97";"0,00";"1";"0";"0";"1";"16";"14,1875";"1";"14,0000";"7";"2,1429";"0";"0,0000";"0";"0,0000";"0";"0,0000";"44";"8";"13";"6";"16";"0";"0";"0";"0";"0,0000";"0"
"45102";"2023-03-06";"992,89";"0,00";"1";"0";"0";"0";"13";"18,8333";"2";"17,0000";"3";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"464";"5";"9";"6";"13";"0";"0";"0";"0";"0,0000";"0"
"45104";"2022-06-28";"468,38";"0,00";"1";"0";"0";"4";"56";"6,7778";"2";"2,0000";"42";"6,3250";"0";"0,0000";"0";"0,0000";"2";"116,0000";"24";"7";"15";"6";"56";"0";"0";"0";"0";"0,0000";"0"
"45105";"2023-03-06";"0,00";"615,79";"0";"1";"0";"0";"54";"7,1296";"2";"0,0000";"34";"0,2647";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"17";"7";"52";"0";"1";"1";"0";"1,8500";"1"
"45108";"2023-03-08";"0,00";"688,00";"0";"3";"0";"0";"7";"13,7143";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"7";"2";"6";"1";"0";"0";"0";"0,0000";"1"
"45111";"2023-03-10";"941,53";"239,72";"1";"1";"1";"4";"57";"6,2281";"1";"26,0000";"40";"0,1250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2";"7";"16";"10";"53";"0";"4";"0";"0";"0,0000";"0"
"45115";"2023-03-14";"0,00";"258,00";"0";"1";"0";"0";"2";"70,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"78";"1";"2";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"45116";"2023-03-13";"0,00";"334,42";"0";"1";"0";"0";"10";"17,2000";"0";"0,0000";"4";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"8";"4";"10";"0";"0";"0";"0";"0,0000";"1"
"45117";"2023-03-13";"0,00";"300,00";"0";"1";"0";"0";"2";"23,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"560";"1";"2";"1";"2";"0";"0";"0";"0";"0,0000";"1"
"45120";"2022-11-16";"9665,19";"0,00";"1";"0";"0";"4";"65";"9,7969";"0";"0,0000";"52";"1,0392";"0";"0,0000";"0";"0,0000";"1";"34,0000";"42";"11";"21";"5";"64";"1";"0";"0";"0";"0,0000";"0"
"45121";"2023-03-15";"392,61";"0,00";"1";"0";"0";"0";"35";"13,6000";"3";"4,0000";"21";"0,5714";"0";"0,0000";"0";"0,0000";"0";"0,0000";"170";"6";"14";"10";"35";"0";"0";"0";"0";"0,0000";"0"
"45122";"2023-03-24";"6539,53";"0,00";"1";"0";"0";"8";"253";"5,4200";"18";"4,2222";"147";"0,6966";"0";"0,0000";"0";"0,0000";"7";"15,5714";"51";"18";"44";"15";"243";"3";"5";"2";"0";"0,7900";"0"
"45124";"2023-03-16";"11221,69";"0,00";"1";"0";"0";"23";"466";"6,6147";"29";"14,1034";"299";"0,5671";"3";"15,3333";"0";"0,0000";"6";"16,7500";"14";"26";"74";"16";"445";"11";"4";"6";"0";"1,2900";"0"
"45127";"2022-11-25";"2032,45";"0,00";"1";"0";"0";"4";"57";"2,6842";"0";"0,0000";"36";"0,3611";"0";"0,0000";"0";"0,0000";"1";"0,0000";"2";"11";"22";"8";"57";"0";"0";"0";"0";"0,0000";"0"
"45129";"2023-03-21";"1720,40";"0,00";"1";"0";"0";"0";"44";"5,3636";"1";"0,0000";"24";"0,8333";"0";"0,0000";"1";"7,0000";"0";"0,0000";"189";"11";"19";"6";"41";"0";"3";"0";"0";"0,0000";"0"
"45130";"2023-03-21";"0,00";"1809,90";"0";"3";"0";"0";"5";"48,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"75";"4";"5";"1";"5";"0";"0";"0";"0";"0,0000";"1"
"45131";"2023-03-22";"0,00";"550,00";"0";"3";"0";"0";"7";"28,4286";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"7";"3";"7";"0";"0";"0";"0";"0,0000";"1"
"45134";"2023-04-10";"0,00";"2720,00";"0";"3";"0";"0";"16";"79,2143";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"16";"9";"15";"0";"1";"0";"0";"0,0000";"1"
"45135";"2023-03-27";"513,56";"0,00";"1";"0";"0";"0";"9";"20,6250";"0";"0,0000";"3";"8,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"920";"6";"9";"6";"9";"0";"0";"0";"0";"0,0000";"0"
"45136";"2023-03-27";"1617,15";"295,00";"1";"1";"1";"5";"149";"3,9054";"9";"1,2222";"59";"0,6949";"1";"6,0000";"1";"0,0000";"3";"12,0000";"14";"18";"38";"11";"140";"2";"4";"3";"0";"2,0100";"0"
"45138";"2023-03-29";"0,00";"1161,79";"0";"1";"0";"0";"87";"6,0575";"6";"0,5000";"56";"2,8214";"0";"0,0000";"0";"0,0000";"3";"42,3333";"82";"10";"21";"10";"87";"0";"0";"0";"0";"0,0000";"1"
"45139";"2023-03-28";"1433,01";"2980,00";"1";"3";"1";"1";"16";"26,7500";"0";"0,0000";"5";"0,2000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"85";"9";"14";"5";"15";"1";"0";"0";"0";"0,0000";"0"
"45140";"2023-03-29";"673,34";"0,00";"1";"0";"0";"0";"21";"18,5714";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"1";"8,0000";"447";"5";"10";"5";"21";"0";"0";"0";"0";"0,0000";"0"
"45141";"2023-03-29";"0,00";"696,00";"0";"3";"0";"0";"7";"36,4286";"0";"0,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"7";"3";"7";"0";"0";"0";"0";"0,0000";"1"
"45142";"2023-04-01";"0,00";"2552,90";"0";"1";"0";"0";"51";"10,9600";"1";"0,0000";"21";"3,0000";"0";"0,0000";"0";"0,0000";"1";"3,0000";"0";"14";"25";"9";"48";"0";"2";"1";"0";"1,9600";"1"
"45143";"2023-04-01";"1003,16";"0,00";"1";"0";"0";"0";"26";"5,5600";"1";"0,0000";"19";"0,1667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"246";"4";"10";"7";"26";"0";"0";"0";"0";"0,0000";"0"
"45144";"2023-04-01";"159,77";"0,00";"1";"0";"0";"0";"36";"7,4857";"0";"0,0000";"12";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"246";"8";"21";"7";"35";"0";"1";"0";"0";"0,0000";"0"
"45145";"2023-04-03";"0,00";"391,70";"0";"1";"0";"0";"8";"17,7500";"1";"0,0000";"3";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"16";"4";"5";"4";"8";"0";"0";"0";"0";"0,0000";"1"
"45146";"2023-03-30";"0,00";"538,39";"0";"1";"0";"1";"79";"11,2658";"3";"3,0000";"52";"0,6923";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"18";"10";"75";"0";"1";"3";"0";"3,8000";"1"
"45147";"2023-03-31";"2798,35";"0,00";"1";"0";"0";"1";"60";"22,4500";"4";"6,7500";"27";"0,5926";"0";"0,0000";"0";"0,0000";"0";"0,0000";"72";"15";"30";"11";"58";"1";"0";"1";"0";"1,6700";"0"
"45148";"2023-03-31";"0,00";"720,00";"0";"1";"0";"0";"12";"35,0000";"0";"0,0000";"5";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"21";"6";"9";"6";"11";"0";"1";"0";"0";"0,0000";"1"
"45149";"2023-03-31";"605,19";"0,00";"1";"0";"0";"0";"34";"13,3235";"1";"0,0000";"21";"0,8571";"0";"0,0000";"0";"0,0000";"0";"0,0000";"107";"9";"17";"8";"33";"0";"1";"0";"0";"0,0000";"0"
"45150";"2023-03-31";"763,50";"1201,83";"1";"1";"1";"1";"88";"33,5814";"4";"1,6667";"40";"0,2500";"0";"0,0000";"0";"0,0000";"2";"58,0000";"1";"14";"34";"14";"81";"4";"2";"1";"0";"1,1400";"0"
"45152";"2023-03-31";"0,00";"670,00";"0";"3";"0";"0";"10";"14,2000";"1";"0,0000";"3";"1,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"8";"5";"10";"0";"0";"0";"0";"0,0000";"1"
"45153";"2023-04-03";"0,00";"2140,00";"0";"1";"0";"0";"34";"15,6471";"2";"0,0000";"9";"0,1111";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"10";"20";"9";"32";"0";"1";"1";"0";"2,9400";"1"
"45154";"2023-04-26";"8181,64";"0,00";"1";"0";"0";"29";"337";"6,0000";"31";"18,4194";"156";"0,7355";"0";"0,0000";"1";"4,0000";"2";"122,0000";"2";"27";"66";"17";"322";"3";"8";"4";"0";"1,1900";"0"
"45155";"2023-04-04";"724,96";"0,00";"1";"0";"0";"4";"61";"10,8167";"6";"5,8333";"28";"2,5357";"1";"34,0000";"0";"0,0000";"4";"0,3333";"1";"13";"24";"9";"57";"0";"2";"2";"0";"3,2800";"0"
"45156";"2023-04-05";"829,68";"0,00";"1";"0";"0";"0";"58";"4,7018";"1";"3,0000";"41";"0,1463";"1";"0,0000";"0";"0,0000";"0";"0,0000";"176";"7";"18";"7";"57";"0";"0";"1";"0";"1,7200";"0"
"45158";"2022-11-24";"606,75";"0,00";"1";"0";"0";"0";"12";"0,0000";"0";"0,0000";"9";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"218";"3";"6";"3";"12";"0";"0";"0";"0";"0,0000";"0"
"45159";"2023-04-06";"1122,59";"0,00";"1";"0";"0";"0";"43";"5,7442";"2";"0,0000";"27";"0,7037";"0";"0,0000";"0";"0,0000";"1";"0,0000";"199";"9";"20";"8";"42";"0";"1";"0";"0";"0,0000";"0"
"45161";"2023-04-11";"0,00";"639,00";"0";"3";"0";"0";"6";"24,8333";"0";"0,0000";"1";"3,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"7";"5";"6";"2";"5";"0";"0";"1";"0";"16,6700";"1"
"45162";"2023-04-17";"7954,45";"0,00";"1";"0";"0";"6";"60";"11,2333";"2";"2,0000";"34";"0,5294";"0";"0,0000";"0";"0,0000";"0";"0,0000";"10";"12";"24";"8";"58";"1";"1";"0";"0";"0,0000";"0"
"45163";"2023-04-13";"0,00";"1430,00";"0";"3";"0";"0";"36";"8,7059";"2";"0,5000";"22";"2,1500";"0";"0,0000";"0";"0,0000";"1";"5,0000";"0";"9";"15";"8";"35";"0";"0";"1";"0";"2,7800";"1"
"45164";"2023-04-18";"0,00";"915,68";"0";"1";"0";"0";"78";"13,3333";"2";"2,0000";"11";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"12";"28";"8";"75";"1";"1";"1";"0";"1,2800";"1"
"45168";"2023-04-19";"0,00";"1230,07";"0";"1";"0";"0";"40";"16,7000";"2";"1,0000";"18";"0,4444";"0";"0,0000";"0";"0,0000";"0";"0,0000";"3";"12";"23";"9";"36";"1";"2";"1";"0";"2,5000";"1"
"45169";"2023-04-19";"0,00";"1400,00";"0";"1";"0";"0";"32";"9,1613";"1";"0,0000";"14";"0,4615";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"19";"12";"29";"0";"1";"2";"0";"6,2500";"1"
"45173";"2023-04-26";"0,00";"1172,00";"0";"3";"0";"0";"8";"18,8750";"0";"0,0000";"0";"0,0000";"1";"3,0000";"0";"0,0000";"0";"0,0000";"0";"8";"8";"4";"7";"0";"0";"1";"0";"12,5000";"1"
"45174";"2023-04-19";"0,00";"2126,00";"0";"3";"0";"0";"7";"18,1429";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"134";"6";"7";"6";"7";"0";"0";"0";"0";"0,0000";"1"
"45175";"2023-04-24";"0,00";"1635,74";"0";"1";"0";"0";"24";"12,2083";"0";"0,0000";"8";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1";"8";"17";"8";"21";"0";"2";"1";"0";"4,1700";"1"
"45176";"2023-05-03";"0,00";"301,96";"0";"1";"0";"0";"11";"26,9091";"0";"0,0000";"4";"9,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"530";"7";"10";"7";"10";"0";"0";"1";"0";"9,0900";"1"
"45177";"2023-05-01";"0,00";"461,00";"0";"3";"0";"0";"10";"16,7000";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"9";"4";"8";"0";"0";"2";"0";"20,0000";"1"
"45178";"2023-04-26";"0,00";"1224,00";"0";"1";"0";"0";"8";"24,7500";"0";"0,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"8";"4";"8";"0";"0";"0";"0";"0,0000";"1"
"45185";"2023-04-27";"1556,18";"0,00";"1";"0";"0";"7";"124";"4,7967";"8";"1,0000";"74";"0,2973";"0";"0,0000";"1";"7,0000";"1";"18,0000";"3";"15";"31";"10";"119";"1";"3";"1";"0";"0,8100";"0"
"45187";"2023-04-28";"910,31";"0,00";"1";"0";"0";"0";"8";"35,2500";"0";"0,0000";"2";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1084";"5";"8";"5";"8";"0";"0";"0";"0";"0,0000";"0"
"45191";"2023-05-03";"0,00";"2411,07";"0";"1";"0";"0";"41";"7,0488";"2";"0,0000";"25";"0,7600";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"14";"8";"37";"0";"2";"2";"0";"4,8800";"1"
"45192";"2023-05-19";"756,38";"0,00";"1";"0";"0";"2";"88";"5,8256";"3";"4,0000";"55";"0,6182";"0";"0,0000";"0";"0,0000";"1";"0,0000";"34";"13";"28";"13";"83";"0";"5";"0";"0";"0,0000";"0"
