"cod_cliente";"primeira_assinatura";"valor_ativo_total";"valor_cancelado_total";"qtd_contratos_ativos";"qtd_contratos_cancelados";"flg_ja_sofreu_downgrade";"tarefas_90d";"qtd_tarefas_total";"media_dias_exec";"qt_tarefas_sd";"media_dias_exec_tarefa_sd";"qt_tarefas_hd";"media_dias_exec_tarefa_hd";"qt_tarefas_reclamacao";"media_dias_exec_reclamacao";"qt_tarefas_reducao";"media_dias_exec_reducao";"qt_tarefas_bug";"media_dias_exec_bug";"dias_ultima_tarefa";"qtd_categorias_distintas";"qtd_subcategorias_distintas";"qtd_grupos_envolvidos";"qtd_prioridade_normal";"qtd_prioridade_parcial";"qtd_prioridade_urgente";"qtd_prioridade_maxima";"qtd_prioridade_reforco";"perc_prioridade_maxima";"churn"
"10";"2013-05-04";"0,00";"248,45";"0";"1";"0";"0";"4";"64,5000";"1";"26,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"2";"4";"4";"0";"0";"0";"0";"0,0000";"1"
"20";"2001-03-20";"3369,25";"0,00";"1";"0";"0";"14";"710";"21,7357";"97";"16,8557";"196";"8,2513";"0";"0,0000";"1";"0,0000";"40";"64,2424";"16";"39";"88";"23";"686";"4";"13";"7";"0";"0,9900";"0"
"22";"2011-03-21";"0,00";"545,60";"0";"2";"0";"0";"77";"12,2727";"6";"2,0000";"46";"5,4783";"0";"0,0000";"0";"0,0000";"0";"0,0000";"265";"16";"27";"13";"75";"0";"0";"2";"0";"2,6000";"1"
"29";"2020-10-30";"1287,06";"0,00";"1";"0";"0";"0";"19";"22,6316";"1";"12,0000";"10";"4,7000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"127";"9";"11";"7";"17";"1";"0";"1";"0";"5,2600";"0"
"32";"2012-02-13";"0,00";"8153,38";"0";"1";"0";"0";"157";"48,8854";"67";"33,0896";"20";"12,2500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"460";"21";"29";"16";"155";"1";"1";"0";"0";"0,0000";"1"
"33";"2020-03-23";"0,00";"324,00";"0";"2";"0";"0";"35";"26,5143";"2";"23,0000";"12";"6,1667";"2";"127,0000";"0";"0,0000";"0";"0,0000";"0";"16";"25";"12";"30";"1";"2";"2";"0";"5,7100";"1"
"38";"2017-04-25";"1220,37";"180,00";"1";"1";"1";"11";"298";"7,3082";"28";"7,8929";"196";"4,3141";"1";"0,0000";"0";"0,0000";"4";"52,3333";"1";"23";"48";"18";"281";"3";"3";"11";"0";"3,6900";"0"
"47";"2024-08-07";"0,00";"529,80";"0";"1";"0";"0";"3";"17,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"169";"3";"3";"2";"3";"0";"0";"0";"0";"0,0000";"1"
"51";"2018-02-21";"0,00";"50,84";"0";"1";"0";"0";"2";"19,5000";"0";"0,0000";"1";"12,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"247";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"52";"2010-03-01";"1422,92";"0,00";"1";"0";"0";"3";"201";"6,2438";"9";"6,2222";"127";"1,9764";"0";"0,0000";"0";"0,0000";"0";"0,0000";"8";"22";"33";"18";"195";"1";"4";"1";"0";"0,5000";"0"
"64";"2017-05-23";"660,27";"0,00";"1";"0";"0";"0";"89";"13,4091";"12";"4,9167";"45";"7,3333";"0";"0,0000";"0";"0,0000";"0";"0,0000";"155";"15";"18";"13";"87";"1";"1";"0";"0";"0,0000";"0"
"70";"2022-05-26";"1334,52";"0,00";"1";"0";"0";"9";"102";"13,7200";"8";"0,2500";"62";"3,1311";"1";"7,0000";"0";"0,0000";"0";"0,0000";"16";"20";"34";"15";"85";"0";"7";"10";"0";"9,8000";"0"
"76";"2012-03-07";"507,78";"0,00";"1";"0";"0";"0";"15";"8,3333";"2";"7,5000";"11";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"307";"6";"9";"5";"15";"0";"0";"0";"0";"0,0000";"0"
"78";"2005-07-01";"7269,48";"0,00";"1";"0";"0";"5";"220";"33,8813";"9";"40,4444";"37";"16,4324";"0";"0,0000";"3";"14,3333";"9";"38,3750";"1";"34";"82";"20";"202";"2";"11";"5";"0";"2,2700";"0"
"83";"2013-06-06";"0,00";"185,40";"0";"1";"0";"0";"35";"19,9429";"6";"7,0000";"10";"1,8000";"1";"4,0000";"0";"0,0000";"0";"0,0000";"0";"7";"19";"8";"29";"2";"1";"3";"0";"8,5700";"1"
"84";"2020-02-13";"198,27";"0,00";"2";"0";"0";"0";"16";"18,5625";"2";"4,0000";"7";"8,5714";"0";"0,0000";"0";"0,0000";"0";"0,0000";"412";"7";"8";"9";"15";"0";"0";"1";"0";"6,2500";"0"
"91";"2007-07-13";"1074,52";"0,00";"1";"0";"0";"38";"368";"14,1047";"20";"7,3500";"249";"5,7258";"0";"0,0000";"0";"0,0000";"18";"20,1429";"1";"20";"44";"20";"353";"3";"3";"9";"0";"2,4500";"0"
"107";"2025-08-07";"1252,00";"0,00";"1";"0";"0";"10";"27";"5,5769";"2";"7,5000";"16";"2,3125";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"13";"6";"27";"0";"0";"0";"0";"0,0000";"0"
"113";"2007-05-02";"345,32";"0,00";"1";"0";"0";"4";"86";"6,6163";"6";"11,0000";"55";"4,7636";"0";"0,0000";"0";"0,0000";"0";"0,0000";"45";"22";"24";"12";"84";"0";"0";"2";"0";"2,3300";"0"
"121";"2023-02-27";"1717,94";"0,00";"1";"0";"0";"1";"103";"10,7476";"11";"6,7273";"46";"1,6087";"0";"0,0000";"1";"0,0000";"0";"0,0000";"72";"18";"42";"15";"91";"2";"6";"2";"2";"1,9400";"0"
"125";"2018-12-10";"24428,79";"3588,01";"1";"1";"1";"42";"371";"17,0306";"23";"20,1000";"205";"1,9317";"1";"15,0000";"1";"3,0000";"30";"14,2000";"7";"29";"91";"22";"358";"1";"7";"4";"1";"1,0800";"0"
"129";"2010-04-14";"408,00";"0,00";"1";"0";"0";"0";"60";"6,5333";"6";"3,1667";"40";"1,9000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"199";"15";"19";"11";"54";"1";"2";"3";"0";"5,0000";"0"
"132";"2012-09-05";"0,00";"425,53";"0";"1";"0";"0";"12";"96,0000";"0";"0,0000";"5";"2,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"394";"7";"9";"5";"12";"0";"0";"0";"0";"0,0000";"1"
"136";"2011-08-11";"0,00";"234,00";"0";"1";"0";"0";"24";"12,8333";"1";"19,0000";"13";"9,2308";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"10";"7";"19";"0";"0";"4";"1";"16,6700";"1"
"137";"2019-09-05";"242,61";"0,00";"1";"0";"0";"0";"53";"16,2642";"3";"2,6667";"36";"3,1389";"0";"0,0000";"0";"0,0000";"0";"0,0000";"360";"8";"18";"10";"48";"1";"2";"2";"0";"3,7700";"0"
"140";"2002-03-26";"18704,07";"0,00";"1";"0";"0";"3";"146";"23,3034";"26";"10,1538";"48";"7,3750";"0";"0,0000";"0";"0,0000";"2";"8,5000";"17";"20";"43";"18";"144";"0";"0";"2";"0";"1,3700";"0"
"147";"2015-06-08";"1697,73";"0,00";"1";"0";"0";"0";"211";"10,4976";"32";"11,1250";"124";"4,3306";"0";"0,0000";"0";"0,0000";"0";"0,0000";"113";"21";"31";"22";"206";"0";"3";"2";"0";"0,9500";"0"
"165";"2005-03-31";"4620,60";"0,00";"1";"0";"0";"9";"345";"15,2456";"23";"14,5652";"201";"2,7662";"0";"0,0000";"3";"2,6667";"1";"8,0000";"28";"33";"72";"23";"316";"9";"12";"7";"1";"2,0300";"0"
"175";"1998-11-01";"34283,23";"0,00";"2";"0";"0";"99";"1613";"11,2483";"67";"14,6970";"351";"5,5629";"1";"0,0000";"5";"20,0000";"48";"15,6047";"3";"47";"142";"26";"1510";"12";"36";"33";"22";"2,0500";"0"
"200";"2024-08-12";"2721,54";"0,00";"1";"0";"0";"0";"10";"79,7500";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2";"71,5000";"185";"6";"10";"5";"9";"1";"0";"0";"0";"0,0000";"0"
"202";"2012-05-15";"0,00";"131,50";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"228";"2021-05-03";"2988,19";"0,00";"1";"0";"0";"11";"195";"17,8333";"12";"8,2500";"95";"9,2000";"1";"77,0000";"3";"5,0000";"3";"46,0000";"21";"24";"56";"17";"160";"6";"14";"15";"0";"7,6900";"0"
"284";"2010-03-17";"0,00";"105,99";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"311";"2013-07-25";"1206,50";"0,00";"1";"0";"0";"0";"109";"35,4630";"10";"21,9000";"52";"9,2115";"0";"0,0000";"0";"0,0000";"0";"0,0000";"534";"23";"29";"16";"108";"0";"1";"0";"0";"0,0000";"0"
"323";"2011-02-22";"0,00";"606,46";"0";"1";"0";"0";"41";"21,7317";"6";"16,8333";"14";"10,4286";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"15";"9";"11";"41";"0";"0";"0";"0";"0,0000";"1"
"325";"2012-04-17";"1393,55";"0,00";"1";"0";"0";"2";"68";"11,0448";"8";"8,0000";"30";"2,7333";"1";"6,0000";"1";"6,0000";"1";"0,0000";"6";"19";"25";"13";"64";"0";"2";"1";"1";"1,4700";"0"
"327";"2003-05-09";"3017,97";"0,00";"1";"0";"0";"10";"708";"8,8732";"80";"6,7500";"417";"4,3894";"0";"0,0000";"3";"3,3333";"17";"24,0667";"1";"37";"73";"26";"680";"2";"14";"12";"0";"1,6900";"0"
"337";"2014-09-22";"0,00";"163,42";"0";"1";"0";"0";"14";"11,7857";"0";"0,0000";"6";"14,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"9";"6";"5";"6";"14";"0";"0";"0";"0";"0,0000";"1"
"339";"2012-07-23";"14309,93";"0,00";"1";"0";"0";"7";"381";"35,5884";"58";"9,4828";"191";"12,0733";"1";"1,0000";"0";"0,0000";"16";"57,8000";"15";"36";"72";"24";"350";"2";"8";"21";"0";"5,5100";"0"
"484";"2018-11-26";"510,04";"0,00";"1";"0";"0";"0";"112";"19,9286";"13";"19,8462";"66";"2,8636";"0";"0,0000";"0";"0,0000";"0";"0,0000";"638";"16";"28";"17";"105";"2";"2";"2";"1";"1,7900";"0"
"485";"2009-03-02";"0,00";"67,39";"0";"1";"0";"0";"16";"8,8750";"1";"1,0000";"11";"6,4545";"0";"0,0000";"0";"0,0000";"0";"0,0000";"961";"8";"4";"5";"16";"0";"0";"0";"0";"0,0000";"1"
"512";"2020-08-07";"1264,52";"0,00";"1";"0";"0";"5";"247";"26,7061";"27";"8,7600";"117";"7,3333";"1";"10,0000";"0";"0,0000";"1";"318,0000";"7";"31";"64";"20";"233";"8";"2";"4";"0";"1,6200";"0"
"584";"2012-07-10";"0,00";"172,50";"0";"1";"0";"0";"1";"3,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"637";"2004-05-10";"135,61";"0,00";"1";"0";"0";"0";"7";"2,0000";"1";"6,0000";"3";"2,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1420";"5";"6";"3";"6";"0";"1";"0";"0";"0,0000";"0"
"646";"2005-07-26";"241,59";"0,00";"1";"0";"0";"0";"31";"1,8667";"5";"2,2000";"21";"1,7000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"350";"7";"12";"6";"29";"1";"0";"1";"0";"3,2300";"0"
"653";"2009-11-12";"0,00";"332,22";"0";"1";"0";"0";"145";"19,8759";"17";"6,6471";"73";"4,3151";"1";"13,0000";"4";"4,5000";"0";"0,0000";"6";"21";"40";"18";"134";"3";"5";"2";"1";"1,3800";"1"
"691";"2010-01-04";"0,00";"85,26";"0";"1";"0";"0";"2";"13,0000";"0";"0,0000";"1";"5,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"77";"2";"1";"2";"2";"0";"0";"0";"0";"0,0000";"1"
"694";"2021-03-15";"0,00";"185,83";"0";"2";"0";"0";"24";"20,4167";"0";"0,0000";"9";"4,1111";"0";"0,0000";"0";"0,0000";"0";"0,0000";"23";"12";"12";"7";"23";"0";"1";"0";"0";"0,0000";"1"
"697";"2012-06-12";"0,00";"232,61";"0";"1";"0";"0";"13";"4,3077";"1";"0,0000";"8";"4,3750";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"4";"5";"13";"0";"0";"0";"0";"0,0000";"1"
"698";"2024-07-23";"1348,09";"0,00";"1";"0";"0";"0";"24";"34,1250";"2";"4,0000";"10";"4,4000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"224";"8";"14";"7";"23";"0";"0";"1";"0";"4,1700";"0"
"704";"2019-10-18";"2916,70";"0,00";"1";"0";"0";"6";"327";"9,2431";"19";"2,4211";"185";"3,7337";"0";"0,0000";"3";"4,6667";"1";"18,0000";"13";"29";"62";"19";"292";"6";"16";"12";"1";"3,6700";"0"
"709";"2022-03-04";"1250,00";"0,00";"1";"0";"0";"0";"84";"12,8452";"5";"1,4000";"63";"2,7302";"0";"0,0000";"0";"0,0000";"1";"0,0000";"99";"15";"24";"10";"80";"1";"0";"3";"0";"3,5700";"0"
"719";"2012-04-13";"0,00";"110,04";"0";"1";"0";"0";"18";"10,9444";"0";"0,0000";"10";"6,1000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"7";"8";"4";"11";"0";"3";"4";"0";"22,2200";"1"
"727";"2008-03-20";"0,00";"225,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"741";"2010-02-25";"0,00";"249,49";"0";"1";"0";"0";"39";"19,8462";"4";"32,2500";"22";"17,3182";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"18";"11";"37";"0";"0";"2";"0";"5,1300";"1"
"747";"2009-03-10";"5519,88";"0,00";"1";"0";"0";"53";"860";"12,4160";"84";"10,0854";"524";"2,2610";"0";"0,0000";"2";"7,0000";"6";"15,0000";"1";"39";"98";"27";"826";"13";"13";"7";"1";"0,8100";"0"
"753";"2025-02-28";"414,00";"0,00";"1";"0";"0";"0";"12";"21,1667";"1";"0,0000";"2";"18,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"447";"7";"4";"4";"12";"0";"0";"0";"0";"0,0000";"0"
"773";"2010-03-01";"395,85";"0,00";"1";"0";"0";"0";"56";"11,0536";"9";"7,1111";"37";"8,0000";"1";"34,0000";"0";"0,0000";"0";"0,0000";"374";"10";"15";"9";"54";"0";"0";"2";"0";"3,5700";"0"
"774";"2020-06-23";"2209,95";"0,00";"1";"0";"0";"1";"60";"9,5000";"0";"0,0000";"43";"4,3488";"0";"0,0000";"1";"2,0000";"1";"0,0000";"2";"12";"21";"7";"47";"0";"4";"9";"0";"15,0000";"0"
"785";"2018-03-20";"0,00";"42,93";"0";"1";"0";"0";"28";"7,1852";"5";"0,8000";"19";"8,2632";"0";"0,0000";"0";"0,0000";"1";"5,0000";"626";"9";"14";"5";"25";"0";"1";"2";"0";"7,1400";"1"
"787";"2013-09-16";"0,00";"185,53";"0";"1";"0";"0";"26";"12,1154";"2";"8,5000";"12";"17,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"8";"7";"9";"25";"0";"0";"1";"0";"3,8500";"1"
"790";"2023-09-13";"0,00";"15,25";"0";"1";"0";"0";"10";"70,8000";"0";"0,0000";"1";"1,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"9";"4";"9";"0";"1";"0";"0";"0,0000";"1"
"797";"2014-08-27";"0,00";"92,00";"0";"1";"0";"0";"1";"0,0000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0,0000";"1"
"804";"2015-10-15";"5042,77";"512,45";"1";"1";"1";"30";"666";"14,1409";"87";"13,9070";"347";"8,0549";"1";"11,0000";"1";"9,0000";"8";"20,8571";"2";"44";"94";"28";"634";"8";"16";"8";"0";"1,2000";"0"
"821";"2020-07-22";"1257,74";"420,00";"1";"1";"1";"0";"135";"13,7185";"17";"14,6471";"75";"4,6933";"0";"0,0000";"0";"0,0000";"1";"52,0000";"101";"26";"43";"16";"125";"1";"4";"5";"0";"3,7000";"0"
"826";"2013-07-09";"0,00";"521,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"827";"2020-07-14";"0,00";"241,46";"0";"1";"0";"0";"18";"15,6667";"1";"15,0000";"8";"6,6250";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"15";"8";"15";"0";"1";"2";"0";"11,1100";"1"
"829";"2021-10-27";"447,08";"0,00";"1";"0";"0";"5";"197";"2,8477";"6";"2,3333";"155";"1,1548";"0";"0,0000";"0";"0,0000";"0";"0,0000";"69";"14";"28";"12";"183";"5";"5";"4";"0";"2,0300";"0"
"841";"2015-09-24";"300,68";"0,00";"1";"0";"0";"11";"54";"8,6226";"2";"1,5000";"37";"2,6486";"0";"0,0000";"1";"6,0000";"0";"0,0000";"1";"14";"21";"11";"50";"1";"2";"1";"0";"1,8500";"0"
"842";"2024-07-08";"271,72";"0,00";"1";"0";"0";"0";"9";"37,5556";"2";"10,0000";"1";"7,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"626";"7";"8";"6";"8";"0";"0";"1";"0";"11,1100";"0"
"851";"2024-06-10";"284,22";"0,00";"1";"0";"0";"0";"8";"27,0000";"0";"0,0000";"1";"0,0000";"0";"0,0000";"1";"6,0000";"0";"0,0000";"231";"5";"7";"4";"6";"0";"1";"1";"0";"12,5000";"0"
"852";"2017-04-14";"0,00";"100,79";"0";"1";"0";"0";"12";"13,0000";"2";"8,0000";"6";"8,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"5";"3";"5";"12";"0";"0";"0";"0";"0,0000";"1"
"867";"2004-05-18";"0,00";"358,19";"0";"1";"0";"0";"4";"14,7500";"0";"0,0000";"2";"15,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"742";"2";"1";"2";"4";"0";"0";"0";"0";"0,0000";"1"
"898";"2015-07-01";"232,61";"0,00";"1";"0";"0";"2";"90";"12,1222";"5";"13,0000";"59";"4,3220";"0";"0,0000";"0";"0,0000";"1";"1,0000";"43";"13";"24";"13";"81";"0";"3";"6";"0";"6,6700";"0"
"903";"2019-07-12";"411,16";"0,00";"1";"0";"0";"1";"44";"9,1591";"3";"7,6667";"31";"7,0968";"0";"0,0000";"0";"0,0000";"0";"0,0000";"21";"15";"20";"9";"41";"0";"1";"2";"0";"4,5500";"0"
"913";"2011-10-20";"0,00";"270,00";"0";"1";"0";"0";"7";"35,2857";"0";"0,0000";"1";"6,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"7";"4";"7";"0";"0";"0";"0";"0,0000";"1"
"916";"2018-06-15";"0,00";"381,38";"0";"1";"0";"0";"12";"99,1667";"4";"15,5000";"6";"3,1667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"979";"4";"6";"5";"12";"0";"0";"0";"0";"0,0000";"1"
"934";"2018-03-05";"147,62";"0,00";"1";"0";"0";"1";"80";"4,0625";"3";"0,6667";"61";"3,0492";"0";"0,0000";"0";"0,0000";"0";"0,0000";"17";"11";"18";"11";"74";"1";"0";"5";"0";"6,2500";"0"
"950";"2011-08-18";"494,72";"0,00";"1";"0";"0";"0";"94";"5,7021";"4";"0,7500";"61";"2,3607";"0";"0,0000";"1";"6,0000";"0";"0,0000";"122";"13";"20";"20";"89";"0";"2";"3";"0";"3,1900";"0"
"970";"2023-06-13";"2438,75";"0,00";"1";"0";"0";"13";"162";"13,2360";"16";"1,5000";"101";"3,0198";"0";"0,0000";"0";"0,0000";"1";"10,0000";"2";"21";"43";"19";"159";"3";"0";"0";"0";"0,0000";"0"
"994";"2014-05-15";"0,00";"65,00";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"242";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"1010";"2011-05-01";"3119,01";"0,00";"1";"0";"0";"1";"42";"52,9487";"2";"50,0000";"17";"14,0588";"0";"0,0000";"1";"1,0000";"0";"0,0000";"27";"17";"20";"13";"40";"0";"2";"0";"0";"0,0000";"0"
"1022";"2013-10-17";"590,00";"0,00";"1";"0";"0";"0";"21";"13,0000";"2";"4,5000";"7";"8,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"853";"10";"7";"8";"21";"0";"0";"0";"0";"0,0000";"0"
"1050";"2019-07-15";"0,00";"62,90";"0";"1";"0";"0";"9";"6,1111";"0";"0,0000";"6";"4,5000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"281";"3";"6";"4";"9";"0";"0";"0";"0";"0,0000";"1"
"1105";"2016-05-15";"0,00";"550,21";"0";"1";"0";"0";"59";"13,1356";"6";"7,6667";"31";"8,2903";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"11";"12";"13";"59";"0";"0";"0";"0";"0,0000";"1"
"1147";"2009-11-16";"433,79";"0,00";"1";"0";"0";"6";"80";"12,4000";"9";"3,2222";"39";"12,1282";"0";"0,0000";"0";"0,0000";"3";"2,0000";"6";"17";"32";"15";"75";"0";"2";"3";"0";"3,7500";"0"
"1154";"2020-07-02";"662,90";"0,00";"1";"0";"0";"1";"63";"40,0317";"3";"8,0000";"34";"1,7059";"0";"0,0000";"0";"0,0000";"0";"0,0000";"36";"17";"24";"12";"62";"0";"1";"0";"0";"0,0000";"0"
"1157";"2011-06-16";"0,00";"107,45";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"957";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"1177";"2016-06-10";"79,82";"0,00";"1";"0";"0";"0";"56";"5,8929";"6";"16,6667";"33";"3,2727";"0";"0,0000";"0";"0,0000";"0";"0,0000";"154";"9";"14";"10";"55";"0";"0";"1";"0";"1,7900";"0"
"1182";"2020-03-04";"485,83";"0,00";"1";"0";"0";"0";"57";"12,8596";"5";"8,6000";"31";"8,2258";"2";"15,0000";"0";"0,0000";"0";"0,0000";"681";"16";"24";"11";"52";"1";"3";"1";"0";"1,7500";"0"
"1198";"2017-06-22";"335,64";"0,00";"1";"0";"0";"1";"66";"4,4308";"4";"5,2500";"50";"2,4400";"0";"0,0000";"1";"0,0000";"0";"0,0000";"13";"12";"22";"10";"61";"1";"0";"4";"0";"6,0600";"0"
"1203";"2009-04-02";"0,00";"71,82";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"1091";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"1217";"2007-11-08";"0,00";"224,52";"0";"1";"0";"0";"61";"16,3443";"16";"27,5625";"26";"5,8077";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"12";"10";"9";"61";"0";"0";"0";"0";"0,0000";"1"
"1292";"2016-10-07";"914,25";"0,00";"1";"0";"0";"13";"220";"9,2557";"23";"14,2609";"141";"6,3857";"0";"0,0000";"0";"0,0000";"0";"0,0000";"9";"17";"31";"19";"215";"1";"3";"1";"0";"0,4500";"0"
"1295";"2014-03-06";"0,00";"314,31";"0";"1";"0";"0";"6";"0,6667";"0";"0,0000";"5";"0,6000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"3";"6";"2";"5";"1";"0";"0";"0";"0,0000";"1"
"1300";"2017-05-30";"430,61";"0,00";"1";"0";"0";"0";"122";"10,5574";"10";"4,4000";"70";"7,0571";"0";"0,0000";"0";"0,0000";"0";"0,0000";"423";"15";"23";"19";"118";"0";"1";"3";"0";"2,4600";"0"
"1312";"2009-06-16";"1363,37";"0,00";"1";"0";"0";"35";"652";"11,2160";"69";"9,8806";"367";"8,5671";"0";"0,0000";"0";"0,0000";"3";"4,3333";"3";"28";"56";"20";"622";"5";"15";"9";"1";"1,3800";"0"
"1333";"2011-10-01";"1334,96";"0,00";"1";"0";"0";"1";"112";"13,2857";"22";"4,9091";"49";"6,4490";"0";"0,0000";"0";"0,0000";"1";"19,0000";"71";"22";"30";"14";"109";"0";"2";"1";"0";"0,8900";"0"
"1395";"2018-06-27";"4217,14";"0,00";"1";"0";"0";"12";"292";"19,2371";"38";"13,0000";"129";"6,0703";"0";"0,0000";"1";"1,0000";"4";"0,6667";"0";"30";"64";"20";"266";"5";"13";"7";"1";"2,4000";"0"
"1408";"2011-05-23";"1761,76";"0,00";"1";"0";"0";"11";"233";"22,0302";"14";"10,7143";"153";"20,8235";"0";"0,0000";"0";"0,0000";"3";"1,5000";"10";"25";"45";"19";"219";"3";"5";"6";"0";"2,5800";"0"
"1429";"2006-08-22";"0,00";"168,00";"0";"1";"0";"0";"5";"16,6000";"2";"27,0000";"3";"9,6667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"1";"1";"2";"5";"0";"0";"0";"0";"0,0000";"1"
"1445";"2012-11-06";"0,00";"595,00";"0";"1";"0";"0";"10";"6,6000";"0";"0,0000";"6";"6,1667";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"6";"1";"4";"10";"0";"0";"0";"0";"0,0000";"1"
"1454";"2018-10-25";"0,00";"2490,21";"0";"3";"0";"0";"65";"25,8769";"1";"0,0000";"35";"5,5429";"0";"0,0000";"0";"0,0000";"0";"0,0000";"166";"16";"31";"14";"58";"1";"3";"3";"0";"4,6200";"1"
"1471";"2019-07-27";"0,00";"150,12";"0";"1";"0";"0";"24";"11,5417";"1";"1,0000";"17";"8,0000";"1";"18,0000";"0";"0,0000";"0";"0,0000";"0";"12";"14";"6";"21";"0";"0";"3";"0";"12,5000";"1"
"1497";"2010-05-01";"0,00";"171,17";"0";"1";"0";"0";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"2578";"0";"0";"0";"0";"0";"0";"0";"0";"0,0000";"1"
"1540";"2017-07-25";"0,00";"130,08";"0";"1";"0";"0";"18";"6,2778";"4";"6,7500";"10";"5,7000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"51";"8";"10";"6";"15";"0";"1";"2";"0";"11,1100";"1"
"1588";"2010-03-02";"1996,29";"0,00";"1";"0";"0";"15";"248";"17,8016";"29";"17,3103";"111";"6,6757";"0";"0,0000";"0";"0,0000";"1";"0,0000";"8";"27";"48";"23";"237";"3";"4";"4";"0";"1,6100";"0"
"1612";"2012-06-01";"1781,85";"0,00";"1";"0";"0";"8";"217";"7,0553";"16";"2,9375";"159";"1,7484";"3";"27,0000";"0";"0,0000";"0";"0,0000";"22";"21";"39";"20";"208";"1";"3";"5";"0";"2,3000";"0"
"1623";"2013-09-24";"0,00";"316,83";"0";"1";"0";"0";"25";"8,5200";"2";"8,0000";"15";"11,0000";"0";"0,0000";"0";"0,0000";"0";"0,0000";"268";"8";"9";"6";"25";"0";"0";"0";"0";"0,0000";"1"
